x y z s_gradient
-0.55726116 -0.02826009 0.37717991 0.18755963
-0.35811240 -0.08024496 0.00129661 0.01554535
-0.55115477 0.09045324 -0.33914996 -0.25455557
-0.98562115 -0.22184751 -0.24118461 0.15274805
-0.76095600 0.15867766 -0.04223229 0.15886275
-0.55090135 -0.30607585 -0.11541055 -0.05131389
-0.45318558 0.14873811 -0.18114346 -0.17573816
-0.55958440 0.54971196 -0.00439948 0.12049666
-0.77329674 -0.04344060 0.02304428 0.13297962
-0.63779210 -0.00783868 -0.36086170 -0.08134453
-0.84065762 -0.03733381 -0.04131699 0.26627558
-0.74154732 -0.04425340 0.01525371 -0.00740064
-0.37764664 -0.02480293 0.09977580 -0.09820275
-0.73540008 0.14302393 0.09393257 -0.06718256
-0.38354575 0.17836512 0.14718391 -0.05034792
-0.62460435 0.06123481 0.26587723 0.08995300
-0.76301864 -0.15710194 0.04535785 0.05838231
-0.49618008 -0.20602662 -0.01869064 -0.28365839
-0.62349969 -0.55382003 -0.05489850 -0.16941769
-0.63932946 -0.04007324 0.35397857 -0.04387295
-0.90394957 -0.20615564 -0.65304895 0.19049524
-0.72022917 -0.09891089 -0.12749429 0.19214990
-0.32308067 0.21515438 0.01946418 -0.07290571
-0.69265326 0.25654742 -0.00493946 -0.11780743
-0.80456751 -0.42906217 -0.11032862 -0.24573009
-0.41133910 0.56913467 0.01540259 0.08022192
-0.79133888 -0.29624130 0.13798872 0.01465021
-1.04115401 0.13758628 0.20442790 0.21170181
-0.49093014 -0.05491542 0.14123516 0.00358743
-0.55726541 -0.19453096 0.46260308 -0.35730287
-0.68791984 0.19393808 -0.60465357 0.03449401
-0.28088228 0.36719094 0.00745845 0.29211123
-0.46030724 0.13962880 -0.16069589 0.16016356
-0.46321942 -0.20215762 -0.15218923 -0.15701181
-0.31826421 0.24366442 -0.17659388 -0.03309077
-0.78339409 -0.16139915 0.18315989 0.06782361
-0.84999620 0.08917816 0.18671170 0.08203794
-0.62206136 0.25251592 -0.07607754 -0.03474796
-0.65346390 -0.24431156 0.25429434 0.07008758
-0.79163011 0.08744295 -0.01782902 -0.07844973
-0.86319577 -0.15227579 0.34571806 -0.08158356
-0.54958561 -0.25228759 0.07633207 -0.07902282
-0.63652851 0.86351160 0.07128096 -0.25965326
-0.69515621 0.35500698 -0.46025904 0.04307320
-0.57641996 0.49860712 -0.02904982 0.00308874
-1.03332526 -0.09897949 0.36362951 0.18488217
-0.50598260 -0.20971403 -0.17131070 0.12462450
-0.73992507 0.09029947 0.33454903 -0.14214628
-0.33689425 0.11400305 -0.33291119 -0.07156226
-0.93198313 0.13331301 -0.33636777 0.14231632
-0.65639176 0.07603761 -0.28439850 0.19221297
-0.85606558 -0.02353027 0.12591257 -0.03499394
-0.33462031 0.15176336 0.01841415 -0.10859795
-0.78654869 -0.26772675 -0.12771927 -0.16754013
-0.49751610 0.08415593 -0.52497550 0.01711014
-0.79641926 0.30112689 0.01980376 -0.03122947
-0.95425223 0.58895530 -0.00723543 0.19777067
-0.50391651 0.09988119 -0.09189887 0.01043511
-0.78189342 0.53041875 0.25080147 -0.21923199
-0.39451570 0.14407230 -0.25082935 0.10886223
-0.28061745 -0.21078316 0.07082170 -0.12983607
-1.00984748 -0.51021471 0.07957280 -0.09258816
-0.80227482 -0.49729189 0.13515238 -0.01168260
-0.06997981 0.34739006 -0.06432947 0.13584463
-0.59778867 0.22192656 0.28053200 0.42411474
-0.68588393 0.00854443 0.07515370 0.23950188
-0.46153092 -0.03326911 -0.03002131 -0.37167958
-0.25504192 0.30238018 0.11935264 -0.38158649
-0.17022273 -0.09661144 0.40574336 -0.05914338
-0.46437114 0.81775653 -0.29812048 0.30852987
-0.77233631 0.10469946 0.09930851 0.01116378
-0.11246525 -0.16709367 0.22622963 -0.20954385
-0.30938425 0.17616196 -0.24024909 0.04618421
-0.24806030 0.30733123 0.14989613 0.34049553
-0.54891308 0.05652700 -0.01968395 0.20688005
-0.43980372 0.00778371 -0.21213124 -0.25816241
-0.86214791 -0.18800906 0.05553306 0.14941818
-0.60673896 0.05383595 0.12520328 -0.07745935
-0.75683023 0.36641504 -0.06692771 -0.36790653
-0.70835675 0.12059656 -0.45912755 -0.06765593
-0.79763361 0.24526820 -0.43435548 -0.00594047
-0.32060645 0.37778414 -0.09236383 0.16285557
-0.52704681 0.27977177 -0.11669730 0.18620440
-0.38305612 -0.16778720 -0.11940057 -0.05403863
-0.79983412 0.08566180 0.28949226 -0.13307759
-0.64602823 -0.31781229 -0.27067671 -0.09010367
-0.50135014 0.46102910 0.09843125 0.22166786
-0.69672414 0.19154599 -0.05987466 0.00644476
-0.69457130 -0.23961478 0.35211221 -0.32933894
-1.23480198 0.19946480 -0.11593623 -0.01022649
-0.70258518 0.42307879 -0.17853277 0.34007858
-0.77001729 -0.03259856 0.10346185 0.02188008
-0.71046395 -0.39346473 -0.21642455 -0.13862963
-0.27966654 0.01869420 0.11277182 0.00495520
-0.66535530 -0.16487442 0.41939236 0.05252873
-0.64704796 -0.11084247 0.27403559 0.20627359
-0.78059009 -0.14868184 0.00256167 -0.21344646
-0.59993247 0.06490284 0.52291727 -0.31669994
-0.51593794 -0.59451349 0.08157474 0.43884558
-0.59053000 0.01086251 0.06148683 0.43132938
-0.60716957 -0.01315302 0.15326105 -0.48557668
-0.73552020 -0.23692158 0.75594536 -0.31130908
-0.77896436 0.02503573 -0.37391506 0.28529108
-0.57088290 -0.23330639 -0.11061824 0.10026287
-0.33873383 0.11800239 0.14210238 -0.25841723
-1.04280121 0.45922379 -0.29797033 -0.15941874
-0.21785980 0.25538597 0.14433319 0.26641823
-0.81374620 0.03789746 -0.11773035 0.01286887
-0.59274011 -0.06246806 -0.50965263 -0.05079590
-0.31955396 -0.02027679 -0.12120010 0.18894064
-0.74008181 0.08961489 -0.22343908 -0.19125122
-1.16379389 0.10178245 0.12977575 -0.02746189
-0.64990796 -0.28697572 0.02223389 0.03446285
-0.96613309 -0.25680765 -0.18767448 0.05775492
-0.38901523 -0.09065274 -0.11196660 -0.00876057
-0.11132687 0.08811562 0.08474863 -0.28142604
-0.69242519 -0.14909292 -0.54660161 0.19820264
-0.35781487 0.11207743 -0.04479150 0.10517525
-0.63430668 0.18403607 -0.38867752 -0.22827316
-0.74747033 -0.28407572 0.44287732 -0.09270998
-0.38108612 -0.55067316 -0.37844041 0.14824348
-0.63308642 -0.11811005 -0.33109555 0.03290786
-0.11380944 0.07813498 0.11870408 0.09446704
-0.77300374 0.18056854 -0.09510819 0.03559868
-0.67083579 0.15275049 -0.40724939 -0.22698136
-0.20074304 0.04559730 0.32023605 0.00431795
-0.86885494 -0.23079128 -0.29047506 0.36657694
-0.53742558 0.01649583 -0.11610295 0.04111803
-0.85351730 -0.31664907 -0.01212098 -0.32774293
-0.71639669 -0.17140175 0.38677237 0.04503675
-0.62058142 0.31751073 -0.13331305 0.01946567
-0.53880593 -0.01386900 -0.42440558 -0.05928295
-0.24291542 -0.03378840 0.18660455 0.12448018
-0.78800718 -0.04121110 -0.21671309 0.09043908
-0.29100038 0.07785234 0.09176338 -0.16777971
-0.26045396 0.28908532 0.19133563 -0.14512694
-0.95543184 -0.17391978 -0.25097203 0.07350750
-0.41811658 0.04266299 -0.34762811 0.08346859
-0.64718605 -0.37352808 -0.01328912 -0.06287559
-1.01384313 0.13220687 0.09449066 -0.12437396
-0.12301288 0.21196832 -0.10572856 0.00553696
-0.39548248 -0.34941597 -0.24061815 0.00829938
-0.51671437 -0.53956242 -0.00929020 0.05769797
-0.85506582 0.02532676 -0.26943409 0.13722586
-0.49393797 0.00483186 0.35009148 0.21863671
-0.59831637 -0.19216070 -0.06172146 -0.02881904
-0.93605910 0.10153431 0.14746256 -0.32227515
0.01729901 -0.15545900 -0.06694864 0.25999991
-0.74393963 0.05302843 0.09542263 0.19307037
-0.61334371 0.27158148 -0.15424488 -0.13038669
-0.35345649 0.13462446 -0.00300748 -0.21616687
-0.67873416 0.60666694 -0.20425216 -0.20787126
-0.52551671 -0.18755477 0.44640519 0.20856897
-0.37829342 -0.16958747 0.12814875 0.25275307
-0.53557607 -0.12915619 0.18954105 0.21068753
-0.50267365 0.05392468 -0.01047993 0.11714666
-0.49223638 0.05734692 0.01477333 -0.40129552
-0.76025398 0.42344156 -0.26260499 -0.34485284
-0.49309095 -0.08006019 0.43988682 0.11522550
-0.82587063 -0.18381582 -0.24245452 0.06262209
-0.51913374 -0.34326266 -0.11963212 -0.10559560
-1.13809146 0.06010534 -0.12505371 -0.12629214
-0.97201419 0.27140235 -0.32691672 0.01987598
-0.40076408 -0.17526021 0.40039284 0.12506357
-0.41261237 -0.25201197 -0.22927064 0.33572172
-0.44861870 -0.06559453 -0.04233563 0.00279129
-0.28194028 -0.18717222 0.02282344 -0.18124610
-0.36134305 0.20227937 -0.03990317 -0.10480824
-0.67222647 -0.43470387 -0.26406125 0.24558373
-0.52041019 -0.03447055 0.01873177 0.08668069
-0.34018660 -0.29683078 -0.05904508 -0.33028430
-0.55282226 -0.17603998 0.35786928 -0.07292306
-0.37285330 0.07253333 0.44855794 0.01141395
-0.97472382 -0.00193157 0.09158424 0.09086132
-0.82863876 0.07517864 -0.27664562 0.06601281
-0.42736067 0.26445869 0.06808335 -0.10321923
-1.06319945 -0.24169838 0.14117750 -0.20143277
-0.59470034 -0.67350065 0.31070760 0.15223870
-0.56583587 -0.20476867 0.24873890 0.28482160
-0.76938500 -0.17211303 0.08958816 -0.19105032
-0.15474039 0.40589679 0.08992787 -0.15936880
-0.48440359 0.19787473 -0.31424592 0.27562604
-0.43896292 -0.18351837 0.07961952 0.27385602
-0.65686691 0.12530208 0.02952587 -0.28587536
-1.36825757 0.04472293 0.16053824 -0.29902170
-0.48851791 -0.02564649 0.41054042 0.22550172
-0.52215672 0.10941833 0.26112297 -0.10235925
-0.50935175 -0.22450444 -0.60958435 0.06484464
-0.71928023 0.19023638 -0.08827408 0.15963500
-0.39970541 0.03718204 0.32201652 0.08495728
-0.67380418 0.11690371 0.12647127 -0.13767856
-0.22459953 -0.42665933 -0.11460207 -0.27689247
-0.38787097 0.38647412 0.06001788 0.21362830
-0.67317604 0.18927959 0.21717567 0.12507363
-0.68991542 0.08257683 0.29513182 -0.19968378
-0.12738525 0.18565124 0.01103472 0.21132722
-0.61351879 0.13934914 -0.02891821 0.08070490
-0.55258988 -0.26446907 0.32426430 -0.20610599
-0.88504618 -0.10802794 0.02439832 -0.07768372
-0.10225328 -0.10567075 -0.16650395 -0.25807133
-0.73770423 0.41472429 -0.70308675 -0.05621066
-0.85068450 0.68282218 0.14772052 0.29810975
-0.87649624 -0.01047950 0.01686364 0.07402787
-0.38846869 0.45987550 0.09713792 -0.02009617
-0.73494708 0.19677111 -0.17456317 -0.05146693
-0.85833437 -0.43997722 -0.39128210 -0.07759774
-0.82411129 -0.29444744 0.07830913 -0.00436180
-0.89985046 -0.78591658 -0.26097794 -0.06446763
-0.71796491 -0.15136237 0.37988117 0.28527867
-0.75338564 0.22023087 -0.00474565 0.22914565
-0.61057618 -0.20884507 -0.01469566 0.04186591
-0.79127403 0.04250608 -0.05906241 -0.16878232
-0.83615698 0.24797358 0.10671012 0.09823239
-0.71201568 0.03637326 -0.02095563 0.10505805
-0.81689773 0.01762406 -0.15525294 -0.35370998
-0.83623346 -0.40569183 -0.08965184 -0.26031695
-0.45825734 -0.17366484 0.63017717 0.01600646
-0.37857859 0.32608253 0.19881075 -0.00901061
-0.13678376 -0.19675050 -0.64018435 0.25705373
-0.71153140 0.13955464 0.03787924 0.16170474
-0.53113185 0.33022750 0.09551439 -0.23818100
-0.40027177 -0.23489069 -0.27384842 -0.06677479
-0.19647152 0.02522538 -0.15580730 0.13301854
-0.75534862 -0.16228078 -0.17723976 -0.01918258
-0.92078695 -0.37510510 -0.04875109 -0.04088359
-0.74823147 0.27678982 0.07326916 0.26714279
-0.53367058 -0.18578010 -0.03025710 0.13858598
-0.50974972 0.17904893 -0.02347296 -0.13176792
-0.33021906 0.00199733 0.19821178 -0.25599368
-0.72246305 -0.45314709 0.06708975 0.08380671
-0.41866898 0.14383683 0.10554667 0.17764406
-0.68714674 -0.20168656 0.13793207 -0.09116274
-0.49338815 -0.14022477 0.27735605 -0.19674151
-0.82071638 -0.14588084 0.40910630 0.09636595
-0.38285452 -0.08950233 0.07184518 -0.07236045
-0.56130194 -0.68640347 -0.22661849 0.14627111
-0.61271165 -0.08915287 0.06177564 0.12926417
-0.31762942 -0.08038395 -0.26441370 -0.01847582
-0.51878709 -0.08165583 -0.03901588 -0.11369679
-0.67294343 0.56045945 -0.56017607 -0.08538951
-0.69708348 -0.00092226 -0.19528562 0.21314222
-0.37504354 0.20331442 -0.01193865 0.13373667
-0.66766844 -0.02798921 -0.02619666 0.24787933
-0.61959326 -0.04699978 0.06311233 -0.36030737
-0.41169698 -0.30756504 -0.26266597 -0.40191278
-1.03712951 0.21659935 0.06258082 -0.08155753
-0.47368312 -0.35737456 0.44623703 0.20277488
-0.75221273 0.04205145 0.21359617 0.21200356
-0.84674494 -0.13658109 0.04479294 -0.25030093
0.11436827 0.07528119 0.40159029 -0.11104696
-0.29858171 0.09200251 -0.24729894 -0.01329079
-0.33506160 -0.37452759 0.40021878 -0.12161273
-0.54999867 -0.66255589 -0.08512652 0.29167934
-0.43651304 -0.05925597 0.17875145 0.10341263
-0.81250604 -0.32649559 -0.01786135 -0.10132301
-0.59210858 -0.08709609 0.30682279 0.20905578
-0.81255184 0.07829140 0.01699249 -0.16692711
-0.98917899 -0.32975755 0.00297775 -0.33403363
-0.10470000 0.14481745 -0.43140871 -0.03820264
-1.37762202 0.18326340 -0.02405337 0.16917626
-0.31468351 -0.22017948 0.08755312 0.28799399
-0.38845663 -0.11186591 -0.10652139 0.28050359
-0.59368429 0.13566909 -0.00358350 -0.17795775
-0.35650092 -0.11548380 -0.33209880 -0.39879647
-0.10575616 -0.15115843 -0.14211052 0.33757267
-0.61645083 0.01679528 -0.09667091 0.44203573
-0.60435847 -0.00994056 0.04370483 -0.43593372
-1.18937186 0.47021908 -0.03682208 -0.34125837
-0.45484435 -0.34452534 -0.11775007 0.09851438
-0.76807897 0.36743094 -0.14645340 0.12627255
-0.41048000 -0.16260511 -0.11315473 -0.06519577
-0.66138754 0.32096128 -0.47246316 -0.25682630
-0.92891589 -0.48682629 -0.27187553 0.03788757
-0.80290001 -0.40362031 -0.18353694 -0.00661739
-1.10367862 -0.25449718 0.30010510 0.18379241
-0.49910298 0.04686692 -0.25069464 0.06019740
-0.98402124 -0.28478902 -0.01080246 -0.07880373
-0.38295581 0.22559185 0.15765309 0.27711349
-0.78438922 0.00613746 -0.08033563 -0.17962895
-0.65029744 0.50928197 -0.44050006 -0.29140917
-0.65866920 0.30293723 -0.36647287 0.33731948
-0.76093686 -0.13225962 -0.05582243 0.04476967
-0.99898929 0.14882152 0.16657182 -0.04276730
-0.47290617 -0.21759342 0.02162770 -0.06422343
-0.82486006 -0.08314917 0.53836698 -0.05940582
-0.57607616 -0.29688164 0.04508384 0.02311341
-0.93794898 -0.29975260 -0.26028078 0.00294354
-0.71107736 0.23424225 0.14459955 0.14634565
-0.46925117 -0.27473114 -0.13532859 0.12357764
-0.53199972 -0.15708000 -0.06959161 0.20564903
-0.48966033 -0.08719317 0.05651490 -0.30448948
-0.20181789 -0.04296470 0.29483445 -0.34072247
-0.46015748 -0.36681050 -0.27553426 0.15613537
-0.80839897 -0.21370873 -0.02257244 0.08954545
-0.44633899 0.31378960 0.07704377 -0.17197681
-0.71141989 -0.52056031 0.01764739 -0.10193885
-0.59355745 0.04573219 0.52656007 0.05147342
-0.28985086 0.19626523 -0.24051928 0.28711517
-0.72824869 -0.02371115 -0.19385178 0.11164283
-0.47488387 0.08922721 -0.27207695 -0.29066870
-0.30079582 0.02557758 -0.43226779 0.09319347
-0.61283571 0.07030161 0.24319809 0.28019109
-0.68436910 0.20698457 0.04678550 -0.26193637
-0.92876365 -0.35379169 0.28063997 -0.25348851
-0.30100396 0.08072731 0.37392668 0.09918323
-0.33584754 0.17090718 -0.22782787 0.02134693
-0.16714281 0.13407536 -0.09645969 -0.04062138
-0.76706750 0.06419595 -0.41776477 0.11386824
-0.42508168 -0.23839270 0.09265203 0.21144084
-0.73040508 -0.06610468 -0.18922747 -0.20333050
-0.64030736 0.47234489 0.34626491 0.02453726
-0.51138026 -0.00632357 0.21105030 0.16871804
-0.31750740 -0.20745460 -0.01935972 -0.31974425
-1.05548956 0.28077553 0.51625606 -0.14352738
-0.57997934 -0.53125253 0.15222263 0.17467064
-0.82602229 -0.16583736 0.15664410 0.33111146
-0.53636147 -0.12202719 -0.16240141 0.04757835
-0.56854099 -0.10236639 -0.27730928 0.05808730
-0.68314080 0.08489816 -0.04452587 -0.22713726
-0.95337715 0.24726616 -0.68470286 -0.04215616
-0.71159129 -0.15504961 0.03704472 0.15252390
-0.45958455 0.28169120 -0.17810122 -0.29694363
-0.45335442 0.04895460 -0.42788484 -0.13871803
-0.12486494 -0.35969378 0.10487432 0.29168488
-0.50251001 0.06890920 -0.12364422 0.06400326
-0.39318684 -0.39009187 -0.01645720 -0.05879206
-0.74096867 -0.16932449 0.10718695 0.09446072
-0.33063036 -0.08581394 0.19517027 -0.01089288
-0.58756483 -0.22318305 -0.06448802 0.14641980
-0.67487147 -0.17416498 0.10712073 -0.26795917
-0.54133845 -0.39766242 -0.41288150 -0.04499295
-0.49382889 -0.20382161 0.07551029 0.01599277
-0.40476711 -0.31773821 -0.35288431 -0.16149079
-0.18139208 0.08789270 -0.10481016 0.09463514
-0.83348511 -0.12761021 -0.29764308 0.01044322
-0.37914696 -0.19418779 0.27338365 0.09770057
-0.70015723 -0.26083755 -0.10657540 -0.10963581
-1.25604169 -0.03019214 -0.04252980 -0.22450901
-0.39381431 -0.47157623 0.29046659 0.13807989
-0.39485018 0.31301089 -0.01318034 0.06471319
-0.34652579 -0.36781101 0.17826189 -0.13142835
-0.79279069 -0.41285046 -0.28103513 0.24112994
-0.59861722 -0.20607480 0.09401838 -0.02640566
-1.05205939 -0.53177439 0.34309686 -0.14656788
-0.37404997 -0.26232421 -0.00074991 0.25599076
-0.34512323 0.10480015 0.03705577 0.01989982
-0.32621148 -0.18267812 0.00779461 0.18464010
-0.60446216 -0.06819051 -0.09745138 0.08714584
-0.58178294 0.00860187 -0.26210691 -0.23027078
-0.39955102 -0.24409630 -0.05455836 -0.25096971
-0.67382012 0.08952590 -0.52977599 -0.10558270
-0.37727255 -0.16924759 0.30499082 0.01975769
-0.71954123 -0.01221090 0.47844651 0.10679584
-0.66933455 0.30971247 0.00976127 0.24536228
-0.49614529 0.01748965 0.21196291 -0.01780549
-0.77138290 -0.24601213 -0.15964405 0.07074877
-0.57507241 -0.05520470 0.17756872 -0.09413535
-0.27381708 -0.24395958 -0.18348720 -0.36457244
-0.95905985 0.50759325 0.07616737 0.05924149
-0.48004942 -0.33505210 -0.00029250 0.23002451
-0.47268800 -0.06318942 0.26892641 -0.14811722
-0.02204222 -0.23676571 -0.25552181 -0.19508010
-0.81943902 0.40154979 0.26058883 0.33908325
-0.63388195 0.00913992 -0.20413591 0.25553747
-0.37749321 -0.09497546 -0.06501913 0.02402476
-0.44780256 -0.04699873 -0.05874150 -0.20162339
-0.59735620 0.19883885 0.41162327 -0.09209020
-0.45362844 0.20082856 -0.04996352 0.21910447
-0.77694947 0.16349656 0.04281021 -0.13779509
-0.95565716 -0.08201741 -0.02072426 -0.19400342
-0.72761447 0.37043390 0.11995976 0.02805149
-0.25670627 0.06585632 0.02034696 0.17024498
-0.83414945 0.00298238 0.00326348 -0.01857961
-0.94177847 -0.13488187 -0.08082065 0.02728228
-0.49663011 0.11533753 -0.14532962 -0.15720473
-0.48278260 -0.04551973 -0.71740501 -0.25776567
-0.72117551 0.26974716 -0.42045144 0.09086880
-0.57182720 0.39631530 -0.19015324 -0.02344968
-0.59946273 -0.32600406 0.40680779 0.10548034
-0.62083316 0.01165671 0.33857512 0.16932365
-0.43463040 -0.21890718 -0.16181948 -0.16870220
-0.47626717 -0.15603026 -0.52931083 -0.15855429
-0.61331020 -0.37005317 0.40407044 0.20656745
-0.55580309 -0.22629376 -0.17465810 -0.03402163
-1.07234940 -0.27486547 0.25408080 -0.19186561
-0.04205346 0.18159913 -0.02301063 -0.00104314
-0.70798984 -0.23912395 0.51494147 -0.01034426
-0.64718718 0.52890746 0.34837988 0.04409257
-1.03519911 -0.16648810 -0.16726128 -0.02172083
-0.61996159 -0.01507856 0.74905977 0.16413782
-0.86930697 0.05724248 0.15412694 0.26648448
-0.60039300 0.02754514 -0.26120222 0.17856610
-0.57337845 0.12784975 0.08190015 -0.18577560
-0.45744977 0.35315198 0.23424164 -0.19604568
-0.58217635 -0.29293959 -0.15000132 0.31474545
-0.65490779 0.06308646 -0.11958319 -0.18466072
-0.83393330 -0.29704967 -0.41279444 -0.30034668
-0.65873768 -0.36741636 -0.25013142 0.13684314
-0.69847547 -0.33397933 0.09493805 0.18587230
-0.41494423 -0.13735675 -0.10925683 0.07620627
-0.46564256 -0.17849877 -0.19568348 -0.16496070
-0.30087538 0.22104693 0.15038750 -0.20734519
-0.36858884 -0.49431968 0.33845889 0.12048098
-0.50198447 0.25269535 0.09679044 0.41354617
-0.58776879 -0.06882730 0.09178609 -0.16601768
-0.67793698 0.21696903 -0.39661416 -0.40932630
-0.73539397 0.51120581 -0.15652012 0.21449027
-0.65967093 -0.22064523 0.08396142 0.21482738
-0.78406622 -0.04640273 0.21221663 -0.08450977
-0.77469085 0.19715278 0.20555733 -0.24115530
-0.33626098 0.03513525 0.81031477 -0.03931369
-0.33636658 0.08121941 -0.21898110 0.03917204
-0.62426478 0.35658174 0.42738365 -0.13893124
-0.23041772 0.19629808 -0.31391505 0.02885722
-0.47820955 -0.31035059 -0.37186780 0.25247485
-0.54021033 0.13079986 0.22584427 0.17506869
-0.47571594 0.13289650 -0.24616315 -0.25912701
-0.62624417 -0.37677920 -0.50084228 -0.05886835
-0.41483932 -0.18828110 0.21812463 0.16426731
-0.32291311 -0.15482933 0.14757777 -0.13178848
-0.76528918 -0.46146972 0.03082735 -0.14439617
-0.71771847 -0.11002225 0.49383578 0.02092092
-0.98146425 0.09571778 -0.24870181 0.25317695
-0.37293465 0.07460781 0.09483609 0.05769523
-0.83622240 -0.19139698 0.23181263 -0.25297153
-0.15730057 0.12007695 -0.22435518 -0.11520889
-0.51526537 0.60686801 0.02560570 0.08231839
-0.23453979 -0.18508234 -0.01052151 0.24656699
-0.44510870 0.09933208 -0.19159717 -0.02262204
-0.80237936 0.24707110 0.29788770 -0.22914125
-0.22196411 0.45098262 0.03365486 0.04428112
-0.67779981 0.33774773 0.17826732 0.11481766
-0.84561381 -0.25840892 0.12298255 0.11618208
-0.64431867 -0.00660749 0.26813334 -0.11789158
-0.41024071 0.33246831 -0.48288403 -0.15730262
-0.53665052 0.17367213 -0.38164646 0.24765690
-0.76372391 -0.21012129 0.00542454 -0.08156664
-0.19303651 0.50564735 -0.20357189 0.06235894
-0.46836069 0.13969946 0.09690644 0.05924026
-0.50025509 0.07593563 0.42189253 -0.25445816
-0.32438337 -0.26503847 0.19893027 0.06853835
-0.37690666 0.07874182 0.28285609 0.39010040
-0.55298149 0.05011693 0.03031014 -0.10631389
-1.10456102 -0.02009960 -0.16706264 -0.38997263
-0.89661199 0.35850457 0.12605188 0.35693671
-0.60745777 -0.14120084 0.07404240 0.11255158
-0.35214098 -0.20674146 -0.00120709 -0.37217226
-0.38298338 -0.48400028 -0.01439244 0.19983003
-0.70732284 -0.03345746 -0.12540714 0.03162421
-0.56559385 0.48090681 -0.08098062 -0.37017354
-0.52707225 0.49868660 -0.13750389 -0.05008399
-0.14633116 0.00133075 0.44547406 0.30802277
-0.41244972 0.07677709 -0.01640767 0.24523202
-0.75601036 0.01894789 0.22434036 0.11489511
-0.60327786 -0.07915570 -0.06269563 -0.16366566
-0.35188085 0.30629036 -0.16678763 -0.35514720
-0.76714696 0.09483973 0.38188302 0.00061410
-0.31350242 -0.31296305 -0.06601899 -0.03103291
-0.83265089 -0.06687813 0.40110250 -0.07921740
-0.95565016 -0.40471632 -0.20713854 0.27675872
-0.52817235 0.15518871 0.10936211 -0.00684838
-0.30607865 -0.44077140 0.29708413 -0.19954983
-0.67802383 0.18287358 -0.33085636 0.23002352
-0.59876083 0.05906769 0.28893776 -0.06527342
-0.99631366 0.00768814 -0.27130882 -0.09052059
-0.47362599 0.19430413 0.32179256 0.02663695
-0.73375736 0.23180662 0.34022540 -0.08675118
-1.01081174 0.15308623 0.23962781 0.03733315
-0.66468160 -0.30269339 0.23573894 0.16996738
-0.89987721 -0.04458786 -0.01003101 0.09605173
-0.42111549 -0.15665789 -0.17114592 -0.21797352
-0.57527113 0.25159762 0.57186250 -0.17668841
-0.97687030 0.07883550 -0.27163376 0.13475429
-0.34529719 -0.23463614 -0.16866205 0.32529555
-0.74731771 -0.01904973 0.08079940 0.03699996
-0.47907465 -0.00144189 -0.33247276 -0.19688876
-0.41805346 -0.01323967 0.29043370 -0.09586812
-0.77693469 -0.40056868 -0.00850650 0.01770862
-0.27601183 0.04023553 -0.04991745 -0.08162516
-0.81758675 0.43944162 -0.25740065 -0.14183070
-0.78134856 0.14250855 -0.46400517 0.08863928
-0.28135233 0.15604828 0.22480777 0.16509663
-0.46047075 -0.04028088 -0.26578718 0.16908096
-0.63501886 -0.24380908 0.12153883 -0.12004745
-0.39830504 0.36920216 0.09294191 -0.00251334
-0.36885616 -0.07428618 -0.11956928 0.25716642
-0.48158203 -0.09661822 0.06729645 -0.12133260
-0.86529805 -0.22040692 0.15885233 -0.21865321
-0.37832748 -0.24641404 0.16765358 -0.01601373
-0.73318392 0.00412629 0.35423610 -0.11738853
-0.39812819 0.19896800 0.47719759 0.03563724
-0.77596984 -0.24646874 -0.18053057 -0.00601121
-0.66362526 -0.58863765 -0.05185706 0.12247967
-0.73614268 0.19593994 0.08810484 0.24998937
-0.75017416 0.14749021 0.18081576 -0.26718400
-0.79213645 -0.12325606 -0.55634080 -0.07715791
-0.87266499 -0.18561739 0.01854154 0.10105897
-0.83634567 -0.12836300 -0.30633267 0.18995499
-0.55722153 0.10642865 0.10059134 -0.00630532
-0.59690972 -0.38526825 -0.15498842 0.03204827
-0.70182667 -0.10082383 0.01874530 -0.03628079
-0.24361466 0.20302405 -0.24687944 -0.20401832
-0.43039928 0.16007559 -0.20151687 0.02536154
-0.38778352 -0.04009416 -0.35248837 0.20912904
-0.48619932 0.05424046 -0.05691941 0.21276812
-0.60936327 -0.17977137 0.15253263 0.03636854
-0.61086266 0.04161221 0.08928548 -0.30840380
-0.88864640 -0.22357076 -0.55248611 -0.29077665
-0.45881444 -0.30305251 0.03314243 0.17622353
-0.50725294 0.15058821 -0.30100423 -0.15321089
-0.61629040 0.41757011 0.42857867 -0.00483136
-0.35316923 0.08437328 -0.25127660 0.29539744
-0.42034459 -0.03950531 0.14013207 0.21198044
-0.75821086 -0.04323328 0.04103684 0.04191281
-0.53843048 0.12343068 -0.14479875 -0.39757860
-0.93582111 0.40619626 0.62231354 -0.23649173
-0.48814482 -0.33099802 -0.19329878 0.08260583
-0.47272061 0.33527890 -0.30322266 0.19421257
-0.63108321 0.04898302 0.21614461 0.02671422
-0.68590027 -0.39095367 0.15529939 -0.06385849
-0.31880101 -0.02064787 0.10131002 0.08209953
-0.71862281 -0.21144320 0.25660642 -0.12728167
-0.50312604 0.12259215 0.37552879 0.06399938
-0.86371058 -0.13800657 0.03948334 0.16488694
-0.74107831 0.19578413 -0.04684981 0.06766580
-0.84813320 0.01644292 0.04258469 -0.03642029
-0.36632948 0.09828523 0.11528660 0.05719283
-0.51992708 -0.04705563 -0.17905478 -0.13540005
