x y z s1
-0.27249008 0.21858561 0.27034370 0.33035203
-0.41677286 0.06638216 0.02237725 1.54580731
-0.65931493 -0.30309207 -0.23882788 0.59606639
-0.67050362 0.06036304 0.36020315 0.60557947
-0.61044931 0.25086907 0.26982891 0.65419338
-0.65786170 0.14867255 -0.06088201 1.58780088
-0.26946603 0.15896083 -0.29762094 0.36995446
-0.55961884 0.41202804 -0.04530776 0.51986019
-0.48807124 0.13646971 -0.25915572 0.77073711
-0.47232301 -0.34845879 -0.15640603 0.48345023
-0.33106926 0.08918907 -0.07611945 0.97427296
-0.48838474 -0.01502306 0.00314463 1.75870654
-0.43579537 -0.18184194 0.01008410 1.06386976
-0.67806705 -0.39640084 -0.23011394 0.30107639
-0.20794839 0.09618083 -0.33089708 0.20865600
-0.98508859 -0.02804098 0.39029663 0.14123957
-0.64668953 0.32674989 0.08798269 0.71648257
-0.48218739 -0.33393013 0.23438073 0.44673779
-0.68373301 0.21577311 -0.20354250 0.91991135
-0.55573766 0.08800074 -0.03850833 1.80326463
-0.49886370 -0.06659927 -0.16226494 1.47615798
-0.19862915 0.26223822 -0.19021619 0.22303266
-0.45788892 -0.18566971 -0.29617116 0.57572898
-0.34154764 -0.42602491 0.23171398 0.11661562
-0.66318058 -0.05288665 0.10243780 1.72322580
-0.45470030 -0.20658579 0.17943140 0.94337536
-0.57165737 -0.31401370 -0.04246862 0.82752434
-0.25468025 0.41914870 0.17933711 0.15538847
-0.89758587 0.12265173 0.21271523 0.58231654
-0.41857300 0.19623857 0.09081577 1.10953367
-0.61810308 -0.15209187 -0.47448388 0.26757342
-0.51508956 0.04651321 0.13939396 1.54531201
-0.93438592 0.16125417 0.51363627 0.09983485
-0.58038747 -0.01541633 0.07725059 1.92394148
-0.09191574 -0.25591194 0.05080173 0.13075880
-0.79991436 -0.13675118 -0.01239758 1.17848545
-0.26316919 0.45024765 0.11203554 0.15112589
-0.69414868 0.62318472 -0.10688862 0.06892754
-0.74278398 -0.44373576 0.34902289 0.05785093
-0.35793860 0.60445138 -0.34738084 0.03156980
-0.23545730 0.01753388 0.20152505 0.44736403
-1.01194429 0.36702046 0.19662919 0.05404223
-0.60972751 0.16127817 -0.19137383 1.17170303
-0.74486002 -0.11586115 -0.46318197 0.30254318
-0.38456038 0.29789840 -0.17533604 0.55038200
-0.51294925 -0.06638512 0.08206849 1.74902965
-0.75689431 -0.22085629 0.26301872 0.62036822
-0.61596765 0.50552724 0.01157749 0.26082134
-0.83151951 0.30673522 0.15770004 0.47876153
-0.41828178 0.29765017 -0.16319907 0.53731471
-0.63181333 -0.04286246 -0.32268663 0.78388999
-0.66589754 0.33409486 0.05933453 0.71465262
-0.93651533 -0.38895985 0.41619401 0.10814512
-0.62257975 -0.16185255 -0.06849794 1.58263185
-0.96932694 0.35577379 -0.09826323 0.16302839
-0.25814962 0.01291293 0.35738299 0.26334173
-0.53582638 0.21330817 0.17977326 0.99430343
-0.44417723 0.08698362 -0.05821268 1.48504528
-0.12114133 -0.22673425 0.00107691 0.18331620
-0.59627853 0.10061019 -0.10736816 1.72588258
-0.52131342 -0.04221065 -0.39548813 0.50753522
-0.59761193 -0.27514133 -0.43359644 0.23078177
-0.56578167 0.12197084 0.13167451 1.52324932
-0.45820732 -0.48314726 -0.34025423 0.05103735
-0.10661964 -0.26180219 0.15271026 0.13684234
-0.77173441 0.01991818 -0.15831355 1.30766560
-0.45961471 0.03419353 -0.11207244 1.57263182
-0.86254303 0.06694355 -0.30317970 0.45838541
-0.49312974 0.65662123 0.33754251 -0.04138083
-0.42041303 -0.02140182 -0.48468816 0.21751824
-0.93057160 0.32069821 -0.19743902 0.29110953
-0.77481302 -0.04141262 -0.26551156 0.86373923
-0.90669218 -0.01261852 -0.22288236 0.63012322
-0.78525464 -0.19529776 0.13059005 0.89415512
-0.65803142 -0.04464299 0.14923647 1.56576393
-0.63550990 -0.06956344 0.11761259 1.60607162
-0.43295054 -0.03676837 0.02015194 1.55646523
-0.79544756 -0.21517076 0.19228688 0.64021728
-0.48876448 0.11382461 0.07021359 1.60760741
-0.58844918 0.17410297 0.23377719 1.04633060
-0.37219300 -0.02519448 0.34674818 0.47981322
-0.54288483 0.15809405 0.07052197 1.45576272
-0.53824832 -0.18393800 0.17533771 1.14619255
0.11132360 -0.09369877 0.01774868 0.27911129
-0.71155132 -0.12200498 0.38611237 0.47883588
-0.76824275 -0.11852012 -0.39687321 0.42558849
-0.78940293 -0.42709997 0.15795117 0.24406149
0.09992431 -0.09166970 -0.41668948 0.01077023
-0.37500008 -0.18173124 0.32483673 0.41075421
-0.67050726 -0.15795392 -0.04448939 1.45606688
-0.41055581 -0.05685516 -0.12418118 1.36030822
-0.64970790 -0.31796380 0.09925790 0.78279104
-1.04668165 -0.11103036 0.18984630 0.28810920
-0.52423793 0.14758014 -0.01626142 1.56820026
-0.30756345 0.23117480 0.11153525 0.50547974
-0.36811356 0.18760589 -0.10986588 0.91912718
-0.93597473 0.10509053 0.13652231 0.56468962
-0.32738200 -0.23408032 -0.22660776 0.45893311
-0.48502493 -0.01779175 -0.47144040 0.29806619
-0.50622296 -0.46310573 -0.23631414 0.19835869
-0.26207966 0.45621975 -0.30391409 0.03197751
-0.68234788 0.01065563 0.44530673 0.35576829
-0.72321724 -0.11922101 0.38718139 0.41084843
-0.69369729 0.18055043 -0.36928574 0.48707557
-0.64280819 -0.41489921 -0.26385845 0.28554396
-0.39019966 -0.01247635 -0.07977644 1.31212273
-0.78718741 -0.05516402 0.07527829 1.36624940
-0.35427095 -0.65628667 -0.20794029 0.10759856
-0.56022594 -0.02471578 0.10084406 1.75215294
-0.53311493 -0.07621697 -0.13171330 1.52689784
-0.66137537 0.28718559 -0.18300198 0.73412323
-0.61570168 0.04583555 0.39008773 0.54152645
-0.67507706 0.23970166 0.30799485 0.58016256
-0.61593857 -0.05267974 -0.08226342 1.86906295
-0.66395578 0.21355997 0.05775249 1.28675091
-0.54117757 -0.28130588 -0.24187252 0.63716930
-0.06413829 -0.04445643 -0.19369300 0.17629142
-0.24222521 0.07045214 0.14453873 0.64208119
-0.63451177 -0.07966827 -0.04239659 1.86044408
-0.94568454 -0.02198185 0.07400827 0.67579933
-0.13738419 0.02149977 -0.58354426 0.02842689
-0.62349636 0.68487603 0.21659156 -0.07772714
-0.80272224 0.14777663 -0.18550336 0.88733045
-0.93845188 -0.08709234 0.02288161 0.76335838
-1.06803888 -0.28728982 0.00258389 0.18607957
-0.70204329 0.09870282 -0.30366708 0.79601086
-0.42147156 -0.29593977 0.41068358 0.20726127
-1.02893957 -0.27313857 0.10434270 0.25584198
-0.18394169 0.07876076 0.14071448 0.44430506
-0.59561577 -0.25659961 -0.12253459 1.03725755
-0.90297743 -0.31967749 0.10043723 0.35248926
-0.88079450 0.07988850 -0.32545569 0.31412548
-0.52590424 -0.12217064 0.35165388 0.64114386
-0.51907028 0.30894572 -0.18891168 0.65556152
-0.58596416 -0.24527179 -0.10340131 1.11248682
-0.66552606 -0.18146456 -0.30387571 0.65187641
-0.95337933 -0.58493703 -0.26408662 0.06143023
-0.44312653 -0.39962463 -0.34203071 0.15213566
-0.15227536 -0.15912401 0.08026150 0.29704143
-0.43942071 0.16563153 -0.38057856 0.38171069
-0.65776492 -0.40455682 0.61157946 0.04002175
-0.99871882 -0.26196005 -0.26015021 0.12481374
-0.97416512 0.33814848 0.60561198 0.03380416
-0.71893728 -0.33010579 -0.55923137 0.02408400
-0.66102718 -0.07909136 -0.16282403 1.44815097
-0.54465619 0.09879329 0.08077081 1.73763320
-0.67903122 -0.27540546 0.16645827 0.76121643
-0.59687156 0.22208938 0.19751889 0.99317740
-0.95544052 -0.35855555 -0.18888518 0.18163481
-0.86406635 0.18881294 0.08782742 0.71340625
-0.32520400 0.09912170 0.05216240 1.01572485
-0.30006755 0.11743183 0.01702524 0.85429004
-0.22988674 0.02879522 -0.07608515 0.62441731
-0.80945581 0.17575636 0.30926264 0.52369594
-0.61264685 0.32697891 -0.49250376 0.16852633
-0.61386334 -0.01002373 -0.18174859 1.52307872
-0.00403474 -0.01654816 -0.10193269 0.18078141
-0.59350947 -0.50070343 -0.18996698 0.19805653
-0.35419001 -0.15723634 -0.20721879 0.67450669
-0.27261859 0.33506360 0.12924762 0.21699382
-0.71377933 -0.05986777 -0.20103749 1.25292780
-0.84869328 -0.26110412 -0.15451360 0.60985217
-0.85868025 -0.39092628 0.05485067 0.33585504
-0.54135110 0.42519819 -0.16708459 0.29868296
-0.52597485 0.07817814 -0.06345939 1.79985216
-0.41391660 0.19380730 0.08185277 1.02419772
-0.66390993 -0.08938253 -0.34193847 0.59894012
-0.80147944 -0.15550188 -0.28099294 0.64445229
-0.49001901 0.29915697 -0.22701561 0.52047817
-0.52913964 -0.25852778 -0.07623054 1.11822405
-0.77258239 0.15047391 -0.16969704 1.06232342
-0.34708490 -0.06143019 -0.16240093 0.90440082
-0.91332632 0.06330113 0.22380460 0.58065154
-0.53166969 0.55970792 0.35744686 0.14570490
-0.67688194 -0.07950686 0.11742418 1.65012184
-0.80950480 0.29157208 0.09040013 0.64768215
-0.53588527 0.17173842 0.43070747 0.43770106
-0.55726116 -0.02826009 0.37717991 0.60264691
-0.35811240 -0.08024496 0.00129661 1.18793956
-0.55115477 0.09045324 -0.33914996 0.66482833
-0.98562115 -0.22184751 -0.24118461 0.16971730
-0.76095600 0.15867766 -0.04223229 1.27582053
-0.55090135 -0.30607585 -0.11541055 0.80516831
-0.45318558 0.14873811 -0.18114346 1.07056498
-0.55958440 0.54971196 -0.00439948 0.10221569
-0.77329674 -0.04344060 0.02304428 1.55255164
-0.63779210 -0.00783868 -0.36086170 0.63413417
-0.84065762 -0.03733381 -0.04131699 1.22717352
-0.74154732 -0.04425340 0.01525371 1.69923649
-0.37764664 -0.02480293 0.09977580 1.19757097
-0.73540008 0.14302393 0.09393257 1.30642551
-0.38354575 0.17836512 0.14718391 0.92884071
-0.62460435 0.06123481 0.26587723 1.10503384
-0.76301864 -0.15710194 0.04535785 1.28865272
-0.49618008 -0.20602662 -0.01869064 1.33856306
-0.62349969 -0.55382003 -0.05489850 0.15401914
-0.63932946 -0.04007324 0.35397857 0.66089232
-0.90394957 -0.20615564 -0.65304895 -0.02147266
-0.72022917 -0.09891089 -0.12749429 1.42287327
-0.32308067 0.21515438 0.01946418 0.74712695
-0.69265326 0.25654742 -0.00493946 1.13125045
-0.80456751 -0.42906217 -0.11032862 0.27589723
-0.41133910 0.56913467 0.01540259 0.14833009
-0.79133888 -0.29624130 0.13798872 0.59678491
-1.04115401 0.13758628 0.20442790 0.20693092
-0.49093014 -0.05491542 0.14123516 1.44359213
-0.55726541 -0.19453096 0.46260308 0.22128063
-0.68791984 0.19393808 -0.60465357 0.01438063
-0.28088228 0.36719094 0.00745845 0.35925669
-0.46030724 0.13962880 -0.16069589 1.18282555
-0.46321942 -0.20215762 -0.15218923 0.99991094
-0.31826421 0.24366442 -0.17659388 0.55477832
-0.78339409 -0.16139915 0.18315989 0.86754786
-0.84999620 0.08917816 0.18671170 0.82607278
-0.62206136 0.25251592 -0.07607754 1.19569964
-0.65346390 -0.24431156 0.25429434 0.68708095
-0.79163011 0.08744295 -0.01782902 1.47604996
-0.86319577 -0.15227579 0.34571806 0.37328203
-0.54958561 -0.25228759 0.07633207 1.14971574
-0.63652851 0.86351160 0.07128096 0.05719076
-0.69515621 0.35500698 -0.46025904 0.11110268
-0.57641996 0.49860712 -0.02904982 0.22948357
-1.03332526 -0.09897949 0.36362951 0.12345763
-0.50598260 -0.20971403 -0.17131070 0.96901223
-0.73992507 0.09029947 0.33454903 0.62195565
-0.33689425 0.11400305 -0.33291119 0.40042711
-0.93198313 0.13331301 -0.33636777 0.33570661
-0.65639176 0.07603761 -0.28439850 0.96969240
-0.85606558 -0.02353027 0.12591257 1.10455851
-0.33462031 0.15176336 0.01841415 0.82971665
-0.78654869 -0.26772675 -0.12771927 0.67016672
-0.49751610 0.08415593 -0.52497550 0.15955612
-0.79641926 0.30112689 0.01980376 0.73860729
-0.95425223 0.58895530 -0.00723543 0.03463823
-0.50391651 0.09988119 -0.09189887 1.52968998
-0.78189342 0.53041875 0.25080147 0.07637868
-0.39451570 0.14407230 -0.25082935 0.65276203
-0.28061745 -0.21078316 0.07082170 0.51182759
-1.00984748 -0.51021471 0.07957280 0.13341775
-0.80227482 -0.49729189 0.13515238 0.14147494
-0.06997981 0.34739006 -0.06432947 0.08668737
-0.59778867 0.22192656 0.28053200 0.68485347
-0.68588393 0.00854443 0.07515370 1.78314631
-0.46153092 -0.03326911 -0.03002131 1.64286098
-0.25504192 0.30238018 0.11935264 0.29642800
-0.17022273 -0.09661144 0.40574336 0.11651500
-0.46437114 0.81775653 -0.29812048 0.05985449
-0.77233631 0.10469946 0.09930851 1.35063447
-0.11246525 -0.16709367 0.22622963 0.10450960
-0.30938425 0.17616196 -0.24024909 0.51245906
-0.24806030 0.30733123 0.14989613 0.28924646
-0.54891308 0.05652700 -0.01968395 1.87444118
-0.43980372 0.00778371 -0.21213124 1.11676666
-0.86214791 -0.18800906 0.05553306 0.84179152
-0.60673896 0.05383595 0.12520328 1.71443938
-0.75683023 0.36641504 -0.06692771 0.53195412
-0.70835675 0.12059656 -0.45912755 0.24281324
-0.79763361 0.24526820 -0.43435548 0.26133040
-0.32060645 0.37778414 -0.09236383 0.21905138
-0.52704681 0.27977177 -0.11669730 0.91275270
-0.38305612 -0.16778720 -0.11940057 0.96386898
-0.79983412 0.08566180 0.28949226 0.69659820
-0.64602823 -0.31781229 -0.27067671 0.43155861
-0.50135014 0.46102910 0.09843125 0.33618353
-0.69672414 0.19154599 -0.05987466 1.31823003
-0.69457130 -0.23961478 0.35211221 0.36196256
-1.23480198 0.19946480 -0.11593623 0.00087426
-0.70258518 0.42307879 -0.17853277 0.32105658
-0.77001729 -0.03259856 0.10346185 1.36118858
-0.71046395 -0.39346473 -0.21642455 0.40857692
-0.27966654 0.01869420 0.11277182 0.80667005
-0.66535530 -0.16487442 0.41939236 0.42839773
-0.64704796 -0.11084247 0.27403559 1.01678495
-0.78059009 -0.14868184 0.00256167 1.25349208
-0.59993247 0.06490284 0.52291727 0.16299911
-0.51593794 -0.59451349 0.08157474 -0.01330768
-0.59053000 0.01086251 0.06148683 1.91838143
-0.60716957 -0.01315302 0.15326105 1.71200983
-0.73552020 -0.23692158 0.75594536 -0.02392529
-0.77896436 0.02503573 -0.37391506 0.46677351
-0.57088290 -0.23330639 -0.11061824 1.11723901
-0.33873383 0.11800239 0.14210238 0.86782501
-1.04280121 0.45922379 -0.29797033 0.08357011
-0.21785980 0.25538597 0.14433319 0.23015004
-0.81374620 0.03789746 -0.11773035 1.14924302
-0.59274011 -0.06246806 -0.50965263 0.28162552
-0.31955396 -0.02027679 -0.12120010 0.94605942
-0.74008181 0.08961489 -0.22343908 1.03738810
-1.16379389 0.10178245 0.12977575 0.18105452
-0.64990796 -0.28697572 0.02223389 0.92754055
-0.96613309 -0.25680765 -0.18767448 0.31890594
-0.38901523 -0.09065274 -0.11196660 1.15856021
-0.11132687 0.08811562 0.08474863 0.28386364
-0.69242519 -0.14909292 -0.54660161 0.03285604
-0.35781487 0.11207743 -0.04479150 1.07667422
-0.63430668 0.18403607 -0.38867752 0.45355705
-0.74747033 -0.28407572 0.44287732 0.16358159
-0.38108612 -0.55067316 -0.37844041 0.08271713
-0.63308642 -0.11811005 -0.33109555 0.75655550
-0.11380944 0.07813498 0.11870408 0.21434856
-0.77300374 0.18056854 -0.09510819 1.13442367
-0.67083579 0.15275049 -0.40724939 0.35674330
-0.20074304 0.04559730 0.32023605 0.22649823
-0.86885494 -0.23079128 -0.29047506 0.37401509
-0.53742558 0.01649583 -0.11610295 1.69280601
-0.85351730 -0.31664907 -0.01212098 0.53848722
-0.71639669 -0.17140175 0.38677237 0.38183427
-0.62058142 0.31751073 -0.13331305 0.71863422
-0.53880593 -0.01386900 -0.42440558 0.45969697
-0.24291542 -0.03378840 0.18660455 0.48150243
-0.78800718 -0.04121110 -0.21671309 0.95761769
-0.29100038 0.07785234 0.09176338 0.84325877
-0.26045396 0.28908532 0.19133563 0.28649887
-0.95543184 -0.17391978 -0.25097203 0.26275102
-0.41811658 0.04266299 -0.34762811 0.58052885
-0.64718605 -0.37352808 -0.01328912 0.59662536
-1.01384313 0.13220687 0.09449066 0.32902650
-0.12301288 0.21196832 -0.10572856 0.09912954
-0.39548248 -0.34941597 -0.24061815 0.35117434
-0.51671437 -0.53956242 -0.00929020 0.13232707
-0.85506582 0.02532676 -0.26943409 0.58196621
-0.49393797 0.00483186 0.35009148 0.68123049
-0.59831637 -0.19216070 -0.06172146 1.45651304
-0.93605910 0.10153431 0.14746256 0.56595434
0.01729901 -0.15545900 -0.06694864 0.16741245
-0.74393963 0.05302843 0.09542263 1.60595400
-0.61334371 0.27158148 -0.15424488 0.93969393
-0.35345649 0.13462446 -0.00300748 1.08440722
-0.67873416 0.60666694 -0.20425216 0.07502644
-0.52551671 -0.18755477 0.44640519 0.25292217
-0.37829342 -0.16958747 0.12814875 0.90930234
-0.53557607 -0.12915619 0.18954105 1.26393443
-0.50267365 0.05392468 -0.01047993 1.75205244
-0.49223638 0.05734692 0.01477333 1.73252106
-0.76025398 0.42344156 -0.26260499 0.14687035
-0.49309095 -0.08006019 0.43988682 0.35310970
-0.82587063 -0.18381582 -0.24245452 0.60777234
-0.51913374 -0.34326266 -0.11963212 0.60359805
-1.13809146 0.06010534 -0.12505371 0.18538994
-0.97201419 0.27140235 -0.32691672 0.09842950
-0.40076408 -0.17526021 0.40039284 0.26489384
-0.41261237 -0.25201197 -0.22927064 0.59868378
-0.44861870 -0.06559453 -0.04233563 1.60778072
-0.28194028 -0.18717222 0.02282344 0.60984893
-0.36134305 0.20227937 -0.03990317 0.88279633
-0.67222647 -0.43470387 -0.26406125 0.19061598
-0.52041019 -0.03447055 0.01873177 1.86513125
-0.34018660 -0.29683078 -0.05904508 0.53733876
-0.55282226 -0.17603998 0.35786928 0.54399406
-0.37285330 0.07253333 0.44855794 0.24564651
-0.97472382 -0.00193157 0.09158424 0.58964986
-0.82863876 0.07517864 -0.27664562 0.60909179
-0.42736067 0.26445869 0.06808335 0.85370109
-1.06319945 -0.24169838 0.14117750 0.19621486
-0.59470034 -0.67350065 0.31070760 0.04797001
-0.56583587 -0.20476867 0.24873890 0.80516967
-0.76938500 -0.17211303 0.08958816 1.18725641
-0.15474039 0.40589679 0.08992787 0.04096841
-0.48440359 0.19787473 -0.31424592 0.54978121
-0.43896292 -0.18351837 0.07961952 1.14347255
-0.65686691 0.12530208 0.02952587 1.64520530
-1.36825757 0.04472293 0.16053824 -0.00002889
-0.48851791 -0.02564649 0.41054042 0.44911851
-0.52215672 0.10941833 0.26112297 0.90197800
-0.50935175 -0.22450444 -0.60958435 0.03968152
-0.71928023 0.19023638 -0.08827408 1.16135657
-0.39970541 0.03718204 0.32201652 0.67822151
-0.67380418 0.11690371 0.12647127 1.50118569
-0.22459953 -0.42665933 -0.11460207 0.12750728
-0.38787097 0.38647412 0.06001788 0.39361583
-0.67317604 0.18927959 0.21717567 0.98202048
-0.68991542 0.08257683 0.29513182 0.89391034
-0.12738525 0.18565124 0.01103472 0.18328538
-0.61351879 0.13934914 -0.02891821 1.73921924
-0.55258988 -0.26446907 0.32426430 0.50610497
-0.88504618 -0.10802794 0.02439832 0.91479528
-0.10225328 -0.10567075 -0.16650395 0.19537009
-0.73770423 0.41472429 -0.70308675 -0.11749003
-0.85068450 0.68282218 0.14772052 -0.02947257
-0.87649624 -0.01047950 0.01686364 1.07494896
-0.38846869 0.45987550 0.09713792 0.26663891
-0.73494708 0.19677111 -0.17456317 0.99456427
-0.85833437 -0.43997722 -0.39128210 0.06077120
-0.82411129 -0.29444744 0.07830913 0.68417332
-0.89985046 -0.78591658 -0.26097794 0.04332400
-0.71796491 -0.15136237 0.37988117 0.42630281
-0.75338564 0.22023087 -0.00474565 1.18443869
-0.61057618 -0.20884507 -0.01469566 1.34288542
-0.79127403 0.04250608 -0.05906241 1.35190232
-0.83615698 0.24797358 0.10671012 0.66775615
-0.71201568 0.03637326 -0.02095563 1.74483190
-0.81689773 0.01762406 -0.15525294 1.08798836
-0.83623346 -0.40569183 -0.08965184 0.32999197
-0.45825734 -0.17366484 0.63017717 0.04672058
-0.37857859 0.32608253 0.19881075 0.39401780
-0.13678376 -0.19675050 -0.64018435 0.01067815
-0.71153140 0.13955464 0.03787924 1.42223273
-0.53113185 0.33022750 0.09551439 0.65749710
-0.40027177 -0.23489069 -0.27384842 0.46950871
-0.19647152 0.02522538 -0.15580730 0.39039793
-0.75534862 -0.16228078 -0.17723976 1.00158288
-0.92078695 -0.37510510 -0.04875109 0.31366762
-0.74823147 0.27678982 0.07326916 0.83804851
-0.53367058 -0.18578010 -0.03025710 1.38223877
-0.50974972 0.17904893 -0.02347296 1.39239241
-0.33021906 0.00199733 0.19821178 0.85516708
-0.72246305 -0.45314709 0.06708975 0.36841770
-0.41866898 0.14383683 0.10554667 1.19039392
-0.68714674 -0.20168656 0.13793207 1.07899393
-0.49338815 -0.14022477 0.27735605 0.82574295
-0.82071638 -0.14588084 0.40910630 0.29202789
-0.38285452 -0.08950233 0.07184518 1.21120675
-0.56130194 -0.68640347 -0.22661849 0.00258608
-0.61271165 -0.08915287 0.06177564 1.79629119
-0.31762942 -0.08038395 -0.26441370 0.51964277
-0.51878709 -0.08165583 -0.03901588 1.72238791
-0.67294343 0.56045945 -0.56017607 0.06485560
-0.69708348 -0.00092226 -0.19528562 1.38082985
-0.37504354 0.20331442 -0.01193865 0.91742450
-0.66766844 -0.02798921 -0.02619666 1.91577651
-0.61959326 -0.04699978 0.06311233 1.90894183
-0.41169698 -0.30756504 -0.26266597 0.47454703
-1.03712951 0.21659935 0.06258082 0.30129071
-0.47368312 -0.35737456 0.44623703 0.14831690
-0.75221273 0.04205145 0.21359617 1.11239023
-0.84674494 -0.13658109 0.04479294 0.99633114
0.11436827 0.07528119 0.40159029 0.11118651
-0.29858171 0.09200251 -0.24729894 0.55214328
-0.33506160 -0.37452759 0.40021878 0.05802333
-0.54999867 -0.66255589 -0.08512652 0.06569235
-0.43651304 -0.05925597 0.17875145 1.22474068
-0.81250604 -0.32649559 -0.01786135 0.47934286
-0.59210858 -0.08709609 0.30682279 0.81944863
-0.81255184 0.07829140 0.01699249 1.31556600
-0.98917899 -0.32975755 0.00297775 0.15174017
-0.10470000 0.14481745 -0.43140871 -0.02056851
-1.37762202 0.18326340 -0.02405337 -0.00107040
-0.31468351 -0.22017948 0.08755312 0.65613652
-0.38845663 -0.11186591 -0.10652139 1.15090557
-0.59368429 0.13566909 -0.00358350 1.77815088
-0.35650092 -0.11548380 -0.33209880 0.43907457
-0.10575616 -0.15115843 -0.14211052 0.18296501
-0.61645083 0.01679528 -0.09667091 1.78936525
-0.60435847 -0.00994056 0.04370483 1.95110791
-1.18937186 0.47021908 -0.03682208 0.04563039
-0.45484435 -0.34452534 -0.11775007 0.58607442
-0.76807897 0.36743094 -0.14645340 0.43968791
-0.41048000 -0.16260511 -0.11315473 1.09116461
-0.66138754 0.32096128 -0.47246316 0.17890482
-0.92891589 -0.48682629 -0.27187553 0.06385939
-0.80290001 -0.40362031 -0.18353694 0.33045508
-1.10367862 -0.25449718 0.30010510 0.03738982
-0.49910298 0.04686692 -0.25069464 1.06562473
-0.98402124 -0.28478902 -0.01080246 0.27817941
-0.38295581 0.22559185 0.15765309 0.75040980
-0.78438922 0.00613746 -0.08033563 1.38663336
-0.65029744 0.50928197 -0.44050006 0.03189402
-0.65866920 0.30293723 -0.36647287 0.22099670
-0.76093686 -0.13225962 -0.05582243 1.38117194
-0.99898929 0.14882152 0.16657182 0.40007540
-0.47290617 -0.21759342 0.02162770 1.21010274
-0.82486006 -0.08314917 0.53836698 0.14318168
-0.57607616 -0.29688164 0.04508384 0.97247944
-0.93794898 -0.29975260 -0.26028078 0.23563533
-0.71107736 0.23424225 0.14459955 0.98425360
-0.46925117 -0.27473114 -0.13532859 0.82101793
-0.53199972 -0.15708000 -0.06959161 1.47856416
-0.48966033 -0.08719317 0.05651490 1.64361406
-0.20181789 -0.04296470 0.29483445 0.26060624
-0.46015748 -0.36681050 -0.27553426 0.28072419
-0.80839897 -0.21370873 -0.02257244 0.88514773
-0.44633899 0.31378960 0.07704377 0.63890600
-0.71141989 -0.52056031 0.01764739 0.19724050
-0.59355745 0.04573219 0.52656007 0.23115059
-0.28985086 0.19626523 -0.24051928 0.40313416
-0.72824869 -0.02371115 -0.19385178 1.37961129
-0.47488387 0.08922721 -0.27207695 0.84970547
-0.30079582 0.02557758 -0.43226779 0.21693650
-0.61283571 0.07030161 0.24319809 1.22247937
-0.68436910 0.20698457 0.04678550 1.33770085
-0.92876365 -0.35379169 0.28063997 0.17473387
-0.30100396 0.08072731 0.37392668 0.32374681
-0.33584754 0.17090718 -0.22782787 0.57146681
-0.16714281 0.13407536 -0.09645969 0.40913453
-0.76706750 0.06419595 -0.41776477 0.40898130
-0.42508168 -0.23839270 0.09265203 0.86460750
-0.73040508 -0.06610468 -0.18922747 1.25474466
-0.64030736 0.47234489 0.34626491 0.05128552
-0.51138026 -0.00632357 0.21105030 1.35289370
-0.31750740 -0.20745460 -0.01935972 0.72615770
-1.05548956 0.28077553 0.51625606 0.07391669
-0.57997934 -0.53125253 0.15222263 0.15204817
-0.82602229 -0.16583736 0.15664410 0.77259924
-0.53636147 -0.12202719 -0.16240141 1.47649402
-0.56854099 -0.10236639 -0.27730928 0.96291265
-0.68314080 0.08489816 -0.04452587 1.70884321
-0.95337715 0.24726616 -0.68470286 0.05436359
-0.71159129 -0.15504961 0.03704472 1.54021856
-0.45958455 0.28169120 -0.17810122 0.66445921
-0.45335442 0.04895460 -0.42788484 0.35244404
-0.12486494 -0.35969378 0.10487432 0.10958709
-0.50251001 0.06890920 -0.12364422 1.51918356
-0.39318684 -0.39009187 -0.01645720 0.36560013
-0.74096867 -0.16932449 0.10718695 1.28401534
-0.33063036 -0.08581394 0.19517027 0.74344299
-0.58756483 -0.22318305 -0.06448802 1.24044382
-0.67487147 -0.17416498 0.10712073 1.32912220
-0.54133845 -0.39766242 -0.41288150 0.16860716
-0.49382889 -0.20382161 0.07551029 1.14915039
-0.40476711 -0.31773821 -0.35288431 0.23257823
-0.18139208 0.08789270 -0.10481016 0.50318722
-0.83348511 -0.12761021 -0.29764308 0.61111881
-0.37914696 -0.19418779 0.27338365 0.54496011
-0.70015723 -0.26083755 -0.10657540 1.00192107
-1.25604169 -0.03019214 -0.04252980 0.10641686
-0.39381431 -0.47157623 0.29046659 0.10388503
-0.39485018 0.31301089 -0.01318034 0.65873640
-0.34652579 -0.36781101 0.17826189 0.36273780
-0.79279069 -0.41285046 -0.28103513 0.13302300
-0.59861722 -0.20607480 0.09401838 1.32725757
-1.05205939 -0.53177439 0.34309686 0.02740035
-0.37404997 -0.26232421 -0.00074991 0.74098606
-0.34512323 0.10480015 0.03705577 1.05136341
-0.32621148 -0.18267812 0.00779461 0.82058536
-0.60446216 -0.06819051 -0.09745138 1.78992382
-0.58178294 0.00860187 -0.26210691 1.16916871
-0.39955102 -0.24409630 -0.05455836 0.86884068
-0.67382012 0.08952590 -0.52977599 0.16528988
-0.37727255 -0.16924759 0.30499082 0.44650988
-0.71954123 -0.01221090 0.47844651 0.24432064
-0.66933455 0.30971247 0.00976127 0.87369324
-0.49614529 0.01748965 0.21196291 1.22576977
-0.77138290 -0.24601213 -0.15964405 0.80247130
-0.57507241 -0.05520470 0.17756872 1.50876484
-0.27381708 -0.24395958 -0.18348720 0.42592990
-0.95905985 0.50759325 0.07616737 0.05047507
-0.48004942 -0.33505210 -0.00029250 0.66289584
