x y z s_norm
-0.41857300 0.19623857 0.09081577 0.58250794
-0.61810308 -0.15209187 -0.47448388 0.18292001
-0.51508956 0.04651321 0.13939396 0.78932503
-0.93438592 0.16125417 0.51363627 0.10331256
-0.58038747 -0.01541633 0.07725059 0.96901970
-0.09191574 -0.25591194 0.05080173 0.11798883
-0.79991436 -0.13675118 -0.01239758 0.61523193
-0.26316919 0.45024765 0.11203554 0.12765490
-0.69414868 0.62318472 -0.10688862 0.08864418
-0.74278398 -0.44373576 0.34902289 0.08338731
-0.35793860 0.60445138 -0.34738084 0.07091448
-0.23545730 0.01753388 0.20152505 0.26824727
-1.01194429 0.36702046 0.19662919 0.08157973
-0.60972751 0.16127817 -0.19137383 0.61201305
-0.74486002 -0.11586115 -0.46318197 0.19951639
-0.38456038 0.29789840 -0.17533604 0.31713881
-0.51294925 -0.06638512 0.08206849 0.88600788
-0.75689431 -0.22085629 0.26301872 0.35035374
-0.61596765 0.50552724 0.01157749 0.17971552
-0.83151951 0.30673522 0.15770004 0.28314828
-0.41828178 0.29765017 -0.16319907 0.31093717
-0.63181333 -0.04286246 -0.32268663 0.42795993
-0.66589754 0.33409486 0.05933453 0.39510040
-0.93651533 -0.38895985 0.41619401 0.10725655
-0.62257975 -0.16185255 -0.06849794 0.80703675
-0.96932694 0.35577379 -0.09826323 0.13330373
-0.25814962 0.01291293 0.35738299 0.18091168
-0.53582638 0.21330817 0.17977326 0.52782055
-0.44417723 0.08698362 -0.05821268 0.76072290
-0.12114133 -0.22673425 0.00107691 0.14293217
-0.59627853 0.10061019 -0.10736816 0.87502245
-0.52131342 -0.04221065 -0.39548813 0.29680406
-0.59761193 -0.27514133 -0.43359644 0.16545897
-0.56578167 0.12197084 0.13167451 0.77885425
-0.45820732 -0.48314726 -0.34025423 0.08015363
-0.10661964 -0.26180219 0.15271026 0.12087603
-0.77173441 0.01991818 -0.15831355 0.67653985
-0.45961471 0.03419353 -0.11207244 0.80229081
-0.86254303 0.06694355 -0.30317970 0.27347793
-0.49312974 0.65662123 0.33754251 0.03629267
-0.42041303 -0.02140182 -0.48468816 0.15916420
-0.93057160 0.32069821 -0.19743902 0.19409007
-0.77481302 -0.04141262 -0.26551156 0.46585577
-0.90669218 -0.01261852 -0.22288236 0.35498339
-0.78525464 -0.19529776 0.13059005 0.48029092
-0.65803142 -0.04464299 0.14923647 0.79903136
-0.63550990 -0.06956344 0.11761259 0.81816108
-0.43295054 -0.03676837 0.02015194 0.79461827
-0.79544756 -0.21517076 0.19228688 0.35977395
-0.48876448 0.11382461 0.07021359 0.81888995
-0.58844918 0.17410297 0.23377719 0.55251225
-0.37219300 -0.02519448 0.34674818 0.28364740
-0.54288483 0.15809405 0.07052197 0.74682562
-0.53824832 -0.18393800 0.17533771 0.59990597
0.11132360 -0.09369877 0.01774868 0.18839579
-0.71155132 -0.12200498 0.38611237 0.28318356
-0.76824275 -0.11852012 -0.39687321 0.25791276
-0.78940293 -0.42709997 0.15795117 0.17176142
0.09992431 -0.09166970 -0.41668948 0.06104316
-0.37500008 -0.18173124 0.32483673 0.25087252
-0.67050726 -0.15795392 -0.04448939 0.74696997
-0.41055581 -0.05685516 -0.12418118 0.70152364
-0.64970790 -0.31796380 0.09925790 0.42743838
-1.04668165 -0.11103036 0.18984630 0.19266613
-0.52423793 0.14758014 -0.01626142 0.80018762
-0.30756345 0.23117480 0.11153525 0.29582854
-0.36811356 0.18760589 -0.10986588 0.49214247
-0.93597473 0.10509053 0.13652231 0.32392910
-0.32738200 -0.23408032 -0.22660776 0.27373786
-0.48502493 -0.01779175 -0.47144040 0.19739164
-0.50622296 -0.46310573 -0.23631414 0.15007122
-0.26207966 0.45621975 -0.30391409 0.07110798
-0.68234788 0.01065563 0.44530673 0.22477662
-0.72321724 -0.11922101 0.38718139 0.25091724
-0.69369729 0.18055043 -0.36928574 0.28709406
-0.64280819 -0.41489921 -0.26385845 0.19144869
-0.39019966 -0.01247635 -0.07977644 0.67865517
-0.78718741 -0.05516402 0.07527829 0.70434328
-0.35427095 -0.65628667 -0.20794029 0.10699715
-0.56022594 -0.02471578 0.10084406 0.88749017
-0.53311493 -0.07621697 -0.13171330 0.78058581
-0.66137537 0.28718559 -0.18300198 0.40434100
-0.61570168 0.04583555 0.39008773 0.31293603
-0.67507706 0.23970166 0.30799485 0.33127244
-0.61593857 -0.05267974 -0.08226342 0.94297477
-0.66395578 0.21355997 0.05775249 0.66661390
-0.54117757 -0.28130588 -0.24187252 0.35832740
-0.06413829 -0.04445643 -0.19369300 0.13959826
-0.24222521 0.07045214 0.14453873 0.36065855
-0.63451177 -0.07966827 -0.04239659 0.93888432
-0.94568454 -0.02198185 0.07400827 0.37666092
-0.13738419 0.02149977 -0.58354426 0.06942288
-0.62349636 0.68487603 0.21659156 0.01904299
-0.80272224 0.14777663 -0.18550336 0.47705198
-0.93845188 -0.08709234 0.02288161 0.41821578
-1.06803888 -0.28728982 0.00258389 0.14424365
-0.70204329 0.09870282 -0.30366708 0.43371240
-0.42147156 -0.29593977 0.41068358 0.15429632
-1.02893957 -0.27313857 0.10434270 0.17735235
-0.18394169 0.07876076 0.14071448 0.26679550
-0.59561577 -0.25659961 -0.12253459 0.54820625
-0.90297743 -0.31967749 0.10043723 0.22322042
-0.88079450 0.07988850 -0.32545569 0.20501326
-0.52590424 -0.12217064 0.35165388 0.36021370
-0.51907028 0.30894572 -0.18891168 0.36705621
-0.58596416 -0.24527179 -0.10340131 0.58390949
-0.66552606 -0.18146456 -0.30387571 0.36530728
-0.95337933 -0.58493703 -0.26408662 0.08508601
-0.44312653 -0.39962463 -0.34203071 0.12813412
-0.15227536 -0.15912401 0.08026150 0.19690530
-0.43942071 0.16563153 -0.38057856 0.23708869
-0.65776492 -0.40455682 0.61157946 0.07492572
-0.99871882 -0.26196005 -0.26015021 0.11516735
-0.97416512 0.33814848 0.60561198 0.07197489
-0.71893728 -0.33010579 -0.55923137 0.06736178
-0.66102718 -0.07909136 -0.16282403 0.74321314
-0.54465619 0.09879329 0.08077081 0.88059921
-0.67903122 -0.27540546 0.16645827 0.41719923
-0.59687156 0.22208938 0.19751889 0.52728614
-0.95544052 -0.35855555 -0.18888518 0.14213420
-0.86406635 0.18881294 0.08782742 0.39450888
-0.32520400 0.09912170 0.05216240 0.53798699
-0.30006755 0.11743183 0.01702524 0.46137126
-0.22988674 0.02879522 -0.07608515 0.35227540
-0.80945581 0.17575636 0.30926264 0.30447381
-0.61264685 0.32697891 -0.49250376 0.13591301
-0.61386334 -0.01002373 -0.18174859 0.77877328
-0.00403474 -0.01654816 -0.10193269 0.14172918
-0.59350947 -0.50070343 -0.18996698 0.14992782
-0.35419001 -0.15723634 -0.20721879 0.37604744
-0.27261859 0.33506360 0.12924762 0.15891531
-0.71377933 -0.05986777 -0.20103749 0.65056171
-0.84869328 -0.26110412 -0.15451360 0.34536290
-0.85868025 -0.39092628 0.05485067 0.21532594
-0.54135110 0.42519819 -0.16708459 0.19768436
-0.52597485 0.07817814 -0.06345939 0.91012785
-0.41391660 0.19380730 0.08185277 0.54200815
-0.66390993 -0.08938253 -0.34193847 0.34018413
-0.80147944 -0.15550188 -0.28099294 0.36178386
-0.49001901 0.29915697 -0.22701561 0.30294668
-0.52913964 -0.25852778 -0.07623054 0.58663233
-0.77258239 0.15047391 -0.16969704 0.56010232
-0.34708490 -0.06143019 -0.16240093 0.48515345
-0.91332632 0.06330113 0.22380460 0.33150450
-0.53166969 0.55970792 0.35744686 0.12508213
-0.67688194 -0.07950686 0.11742418 0.83906698
-0.80950480 0.29157208 0.09040013 0.36331672
-0.53588527 0.17173842 0.43070747 0.26366129
-0.55726116 -0.02826009 0.37717991 0.34194334
-0.35811240 -0.08024496 0.00129661 0.61971879
-0.55115477 0.09045324 -0.33914996 0.37145417
-0.98562115 -0.22184751 -0.24118461 0.13647824
-0.76095600 0.15867766 -0.04223229 0.66142642
-0.55090135 -0.30607585 -0.11541055 0.43805846
-0.45318558 0.14873811 -0.18114346 0.56401370
-0.55958440 0.54971196 -0.00439948 0.10444249
-0.77329674 -0.04344060 0.02304428 0.79276090
-0.63779210 -0.00783868 -0.36086170 0.35688695
-0.84065762 -0.03733381 -0.04131699 0.63833892
-0.74154732 -0.04425340 0.01525371 0.86237642
-0.37764664 -0.02480293 0.09977580 0.62428977
-0.73540008 0.14302393 0.09393257 0.67595131
-0.38354575 0.17836512 0.14718391 0.49675244
-0.62460435 0.06123481 0.26587723 0.58037236
-0.76301864 -0.15710194 0.04535785 0.66751648
-0.49618008 -0.20602662 -0.01869064 0.69120355
-0.62349969 -0.55382003 -0.05489850 0.12902801
-0.63932946 -0.04007324 0.35397857 0.36958617
-0.90394957 -0.20615564 -0.65304895 0.04574094
-0.72022917 -0.09891089 -0.12749429 0.73121654
-0.32308067 0.21515438 0.01946418 0.41051247
-0.69265326 0.25654742 -0.00493946 0.59281456
-0.80456751 -0.42906217 -0.11032862 0.18687042
-0.41133910 0.56913467 0.01540259 0.12632803
-0.79133888 -0.29624130 0.13798872 0.33916128
-1.04115401 0.13758628 0.20442790 0.15413954
-0.49093014 -0.05491542 0.14123516 0.74104955
-0.55726541 -0.19453096 0.46260308 0.16094980
-0.68791984 0.19393808 -0.60465357 0.06275663
-0.28088228 0.36719094 0.00745845 0.22643219
-0.46030724 0.13962880 -0.16069589 0.61729171
-0.46321942 -0.20215762 -0.15218923 0.53048183
-0.31826421 0.24366442 -0.17659388 0.31922527
-0.78339409 -0.16139915 0.18315989 0.46766332
-0.84999620 0.08917816 0.18671170 0.44797956
-0.62206136 0.25251592 -0.07607754 0.62340166
-0.65346390 -0.24431156 0.25429434 0.38201509
-0.79163011 0.08744295 -0.01782902 0.75645379
-0.86319577 -0.15227579 0.34571806 0.23308851
-0.54958561 -0.25228759 0.07633207 0.60157805
-0.63652851 0.86351160 0.07128096 0.08307399
-0.69515621 0.35500698 -0.46025904 0.10866018
-0.57641996 0.49860712 -0.02904982 0.16484285
-1.03332526 -0.09897949 0.36362951 0.11452375
-0.50598260 -0.20971403 -0.17131070 0.51581754
-0.73992507 0.09029947 0.33454903 0.35110712
-0.33689425 0.11400305 -0.33291119 0.24597136
-0.93198313 0.13331301 -0.33636777 0.21525550
-0.65639176 0.07603761 -0.28439850 0.51614034
-0.85606558 -0.02353027 0.12591257 0.58014677
-0.33462031 0.15176336 0.01841415 0.44970891
-0.78654869 -0.26772675 -0.12771927 0.37398773
-0.49751610 0.08415593 -0.52497550 0.13165582
-0.79641926 0.30112689 0.01980376 0.40646910
-0.95425223 0.58895530 -0.00723543 0.07237073
-0.50391651 0.09988119 -0.09189887 0.78191094
-0.78189342 0.53041875 0.25080147 0.09218044
-0.39451570 0.14407230 -0.25082935 0.36572759
-0.28061745 -0.21078316 0.07082170 0.29884118
-1.00984748 -0.51021471 0.07957280 0.11925075
-0.80227482 -0.49729189 0.13515238 0.12307463
-0.06997981 0.34739006 -0.06432947 0.09707286
-0.59778867 0.22192656 0.28053200 0.38095795
-0.68588393 0.00854443 0.07515370 0.90219938
-0.46153092 -0.03326911 -0.03002131 0.83562103
-0.25504192 0.30238018 0.11935264 0.19661417
-0.17022273 -0.09661144 0.40574336 0.11122883
-0.46437114 0.81775653 -0.29812048 0.08433818
-0.77233631 0.10469946 0.09930851 0.69693255
-0.11246525 -0.16709367 0.22622963 0.10553116
-0.30938425 0.17616196 -0.24024909 0.29914087
-0.24806030 0.30733123 0.14989613 0.19320587
-0.54891308 0.05652700 -0.01968395 0.94552723
-0.43980372 0.00778371 -0.21213124 0.58594066
-0.86214791 -0.18800906 0.05553306 0.45543955
-0.60673896 0.05383595 0.12520328 0.86959160
-0.75683023 0.36641504 -0.06692771 0.30839308
-0.70835675 0.12059656 -0.45912755 0.17116902
-0.79763361 0.24526820 -0.43435548 0.17995712
-0.32060645 0.37778414 -0.09236383 0.15989182
-0.52704681 0.27977177 -0.11669730 0.48911719
-0.38305612 -0.16778720 -0.11940057 0.51337659
-0.79983412 0.08566180 0.28949226 0.38653191
-0.64602823 -0.31781229 -0.27067671 0.26074613
-0.50135014 0.46102910 0.09843125 0.21548185
-0.69672414 0.19154599 -0.05987466 0.68155365
-0.69457130 -0.23961478 0.35211221 0.22771638
-1.23480198 0.19946480 -0.11593623 0.05634661
-0.70258518 0.42307879 -0.17853277 0.20830271
-0.77001729 -0.03259856 0.10346185 0.70194145
-0.71046395 -0.39346473 -0.21642455 0.24983920
-0.27966654 0.01869420 0.11277182 0.43877117
-0.66535530 -0.16487442 0.41939236 0.25924600
-0.64704796 -0.11084247 0.27403559 0.53849010
-0.78059009 -0.14868184 0.00256167 0.65082951
-0.59993247 0.06490284 0.52291727 0.13328983
-0.51593794 -0.59451349 0.08157474 0.04961597
-0.59053000 0.01086251 0.06148683 0.96638094
-0.60716957 -0.01315302 0.15326105 0.86843855
-0.73552020 -0.23692158 0.75594536 0.04457693
-0.77896436 0.02503573 -0.37391506 0.27745886
-0.57088290 -0.23330639 -0.11061824 0.58616484
-0.33873383 0.11800239 0.14210238 0.46779485
-1.04280121 0.45922379 -0.29797033 0.09559343
-0.21785980 0.25538597 0.14433319 0.16515915
-0.81374620 0.03789746 -0.11773035 0.60135370
-0.59274011 -0.06246806 -0.50965263 0.18958903
-0.31955396 -0.02027679 -0.12120010 0.50492431
-0.74008181 0.08961489 -0.22343908 0.54826820
-1.16379389 0.10178245 0.12977575 0.14185880
-0.64990796 -0.28697572 0.02223389 0.49613539
-0.96613309 -0.25680765 -0.18767448 0.20728203
-0.38901523 -0.09065274 -0.11196660 0.60577557
-0.11132687 0.08811562 0.08474863 0.19065122
-0.69242519 -0.14909292 -0.54660161 0.07152492
-0.35781487 0.11207743 -0.04479150 0.56691310
-0.63430668 0.18403607 -0.38867752 0.27118643
-0.74747033 -0.28407572 0.44287732 0.13356627
-0.38108612 -0.55067316 -0.37844041 0.09518861
-0.63308642 -0.11811005 -0.33109555 0.41498719
-0.11380944 0.07813498 0.11870408 0.15765989
-0.77300374 0.18056854 -0.09510819 0.59432055
-0.67083579 0.15275049 -0.40724939 0.22523935
-0.20074304 0.04559730 0.32023605 0.16342603
-0.86885494 -0.23079128 -0.29047506 0.23343641
-0.53742558 0.01649583 -0.11610295 0.85932456
-0.85351730 -0.31664907 -0.01212098 0.31149364
-0.71639669 -0.17140175 0.38677237 0.23714734
-0.62058142 0.31751073 -0.13331305 0.39699003
-0.53880593 -0.01386900 -0.42440558 0.27410039
-0.24291542 -0.03378840 0.18660455 0.28444909
-0.78800718 -0.04121110 -0.21671309 0.51040977
-0.29100038 0.07785234 0.09176338 0.45613590
-0.26045396 0.28908532 0.19133563 0.19190188
-0.95543184 -0.17391978 -0.25097203 0.18063133
-0.41811658 0.04266299 -0.34762811 0.33144628
-0.64718605 -0.37352808 -0.01328912 0.33908556
-1.01384313 0.13220687 0.09449066 0.21208517
-0.12301288 0.21196832 -0.10572856 0.10297782
-0.39548248 -0.34941597 -0.24061815 0.22259637
-0.51671437 -0.53956242 -0.00929020 0.11873312
-0.85506582 0.02532676 -0.26943409 0.33212843
-0.49393797 0.00483186 0.35009148 0.37923851
-0.59831637 -0.19216070 -0.06172146 0.74718171
-0.93605910 0.10153431 0.14746256 0.32452932
0.01729901 -0.15545900 -0.06694864 0.13538437
-0.74393963 0.05302843 0.09542263 0.81810526
-0.61334371 0.27158148 -0.15424488 0.50190329
-0.35345649 0.13462446 -0.00300748 0.57058312
-0.67873416 0.60666694 -0.20425216 0.09153867
-0.52551671 -0.18755477 0.44640519 0.17596663
-0.37829342 -0.16958747 0.12814875 0.48747967
-0.53557607 -0.12915619 0.18954105 0.65578537
-0.50267365 0.05392468 -0.01047993 0.88744247
-0.49223638 0.05734692 0.01477333 0.87817302
-0.76025398 0.42344156 -0.26260499 0.12563525
-0.49309095 -0.08006019 0.43988682 0.22351488
-0.82587063 -0.18381582 -0.24245452 0.34437583
-0.51913374 -0.34326266 -0.11963212 0.34239474
-1.13809146 0.06010534 -0.12505371 0.14391635
-0.97201419 0.27140235 -0.32691672 0.10264559
-0.40076408 -0.17526021 0.40039284 0.18164830
-0.41261237 -0.25201197 -0.22927064 0.34006247
-0.44861870 -0.06559453 -0.04233563 0.81897221
-0.28194028 -0.18717222 0.02282344 0.34536136
-0.36134305 0.20227937 -0.03990317 0.47490012
-0.67222647 -0.43470387 -0.26406125 0.14639659
-0.52041019 -0.03447055 0.01873177 0.94110881
-0.34018660 -0.29683078 -0.05904508 0.31094859
-0.55282226 -0.17603998 0.35786928 0.31410714
-0.37285330 0.07253333 0.44855794 0.17251366
-0.97472382 -0.00193157 0.09158424 0.33577504
-0.82863876 0.07517864 -0.27664562 0.34500203
-0.42736067 0.26445869 0.06808335 0.46109174
-1.06319945 -0.24169838 0.14117750 0.14905378
-0.59470034 -0.67350065 0.31070760 0.07869790
-0.56583587 -0.20476867 0.24873890 0.43805910
-0.76938500 -0.17211303 0.08958816 0.61939457
-0.15474039 0.40589679 0.08992787 0.07537499
-0.48440359 0.19787473 -0.31424592 0.31685368
-0.43896292 -0.18351837 0.07961952 0.59861508
-0.65686691 0.12530208 0.02952587 0.83673363
-1.36825757 0.04472293 0.16053824 0.05591798
-0.48851791 -0.02564649 0.41054042 0.26907993
-0.52215672 0.10941833 0.26112297 0.48400360
-0.50935175 -0.22450444 -0.60958435 0.07476424
-0.71928023 0.19023638 -0.08827408 0.60710270
-0.39970541 0.03718204 0.32201652 0.37781047
-0.67380418 0.11690371 0.12647127 0.76838302
-0.22459953 -0.42665933 -0.11460207 0.11644568
-0.38787097 0.38647412 0.06001788 0.24273878
-0.67317604 0.18927959 0.21717567 0.52199115
-0.68991542 0.08257683 0.29513182 0.48017475
-0.12738525 0.18565124 0.01103472 0.14291754
-0.61351879 0.13934914 -0.02891821 0.88135193
-0.55258988 -0.26446907 0.32426430 0.29612527
-0.88504618 -0.10802794 0.02439832 0.49008658
-0.10225328 -0.10567075 -0.16650395 0.14865286
-0.73770423 0.41472429 -0.70308675 0.00017182
-0.85068450 0.68282218 0.14772052 0.04194424
-0.87649624 -0.01047950 0.01686364 0.56609430
-0.38846869 0.45987550 0.09713792 0.18247650
-0.73494708 0.19677111 -0.17456317 0.52794434
-0.85833437 -0.43997722 -0.39128210 0.08477325
-0.82411129 -0.29444744 0.07830913 0.38063515
-0.89985046 -0.78591658 -0.26097794 0.07649294
-0.71796491 -0.15136237 0.37988117 0.25825177
-0.75338564 0.22023087 -0.00474565 0.61805730
-0.61057618 -0.20884507 -0.01469566 0.69325491
-0.79127403 0.04250608 -0.05906241 0.69753426
-0.83615698 0.24797358 0.10671012 0.37284369
-0.71201568 0.03637326 -0.02095563 0.88401565
-0.81689773 0.01762406 -0.15525294 0.57228270
-0.83623346 -0.40569183 -0.08965184 0.21254338
-0.45825734 -0.17366484 0.63017717 0.07810493
-0.37857859 0.32608253 0.19881075 0.24292955
-0.13678376 -0.19675050 -0.64018435 0.06099947
-0.71153140 0.13955464 0.03787924 0.73091254
-0.53113185 0.33022750 0.09551439 0.36797482
-0.40027177 -0.23489069 -0.27384842 0.27875696
-0.19647152 0.02522538 -0.15580730 0.24121159
-0.75534862 -0.16228078 -0.17723976 0.53127532
-0.92078695 -0.37510510 -0.04875109 0.20479596
-0.74823147 0.27678982 0.07326916 0.45366315
-0.53367058 -0.18578010 -0.03025710 0.71193171
-0.50974972 0.17904893 -0.02347296 0.71675055
-0.33021906 0.00199733 0.19821178 0.46178749
-0.72246305 -0.45314709 0.06708975 0.23077993
-0.41866898 0.14383683 0.10554667 0.62088360
-0.68714674 -0.20168656 0.13793207 0.56801401
-0.49338815 -0.14022477 0.27735605 0.44782302
-0.82071638 -0.14588084 0.40910630 0.19452591
-0.38285452 -0.08950233 0.07184518 0.63076121
-0.56130194 -0.68640347 -0.22661849 0.05715903
-0.61271165 -0.08915287 0.06177564 0.90843784
-0.31762942 -0.08038395 -0.26441370 0.30255020
-0.51878709 -0.08165583 -0.03901588 0.87336391
-0.67294343 0.56045945 -0.56017607 0.08671167
-0.69708348 -0.00092226 -0.19528562 0.71126305
-0.37504354 0.20331442 -0.01193865 0.49133439
-0.66766844 -0.02798921 -0.02619666 0.96514467
-0.61959326 -0.04699978 0.06311233 0.96190098
-0.41169698 -0.30756504 -0.26266597 0.28114811
-1.03712951 0.21659935 0.06258082 0.19892198
-0.47368312 -0.35737456 0.44623703 0.12632177
-0.75221273 0.04205145 0.21359617 0.58386364
-0.84674494 -0.13658109 0.04479294 0.52878288
0.11436827 0.07528119 0.40159029 0.10869997
-0.29858171 0.09200251 -0.24729894 0.31797470
-0.33506160 -0.37452759 0.40021878 0.08346913
-0.54999867 -0.66255589 -0.08512652 0.08710879
-0.43651304 -0.05925597 0.17875145 0.63718431
-0.81250604 -0.32649559 -0.01786135 0.28342418
-0.59210858 -0.08709609 0.30682279 0.44483579
-0.81255184 0.07829140 0.01699249 0.68028932
-0.98917899 -0.32975755 0.00297775 0.12794643
-0.10470000 0.14481745 -0.43140871 0.04617004
-1.37762202 0.18326340 -0.02405337 0.05542369
-0.31468351 -0.22017948 0.08755312 0.36732910
-0.38845663 -0.11186591 -0.10652139 0.60214273
-0.59368429 0.13566909 -0.00358350 0.89982859
-0.35650092 -0.11548380 -0.33209880 0.26431315
-0.10575616 -0.15115843 -0.14211052 0.14276550
-0.61645083 0.01679528 -0.09667091 0.90515085
-0.60435847 -0.00994056 0.04370483 0.98191268
-1.18937186 0.47021908 -0.03682208 0.07758753
-0.45484435 -0.34452534 -0.11775007 0.33407816
-0.76807897 0.36743094 -0.14645340 0.26460423
-0.41048000 -0.16260511 -0.11315473 0.57379013
-0.66138754 0.32096128 -0.47246316 0.14083856
-0.92891589 -0.48682629 -0.27187553 0.08623888
-0.80290001 -0.40362031 -0.18353694 0.21276317
-1.10367862 -0.25449718 0.30010510 0.07367662
-0.49910298 0.04686692 -0.25069464 0.56166909
-0.98402124 -0.28478902 -0.01080246 0.18795353
-0.38295581 0.22559185 0.15765309 0.41207048
-0.78438922 0.00613746 -0.08033563 0.71401735
-0.65029744 0.50928197 -0.44050006 0.07106835
-0.65866920 0.30293723 -0.36647287 0.16081505
-0.76093686 -0.13225962 -0.05582243 0.71142540
-0.99898929 0.14882152 0.16657182 0.24580444
-0.47290617 -0.21759342 0.02162770 0.63023726
-0.82486006 -0.08314917 0.53836698 0.12388463
-0.57607616 -0.29688164 0.04508384 0.51746305
-0.93794898 -0.29975260 -0.26028078 0.16776243
-0.71107736 0.23424225 0.14459955 0.52305098
-0.46925117 -0.27473114 -0.13532859 0.44558056
-0.53199972 -0.15708000 -0.06959161 0.75764701
-0.48966033 -0.08719317 0.05651490 0.83597844
-0.20181789 -0.04296470 0.29483445 0.17961344
-0.46015748 -0.36681050 -0.27553426 0.18916126
-0.80839897 -0.21370873 -0.02257244 0.47601608
-0.44633899 0.31378960 0.07704377 0.35915163
-0.71141989 -0.52056031 0.01764739 0.14954054
-0.59355745 0.04573219 0.52656007 0.16563401
-0.28985086 0.19626523 -0.24051928 0.24725610
-0.72824869 -0.02371115 -0.19385178 0.71068473
-0.47488387 0.08922721 -0.27207695 0.45919546
-0.30079582 0.02557758 -0.43226779 0.15888811
-0.61283571 0.07030161 0.24319809 0.63611111
-0.68436910 0.20698457 0.04678550 0.69079435
-0.92876365 -0.35379169 0.28063997 0.13885906
-0.30100396 0.08072731 0.37392668 0.20957947
-0.33584754 0.17090718 -0.22782787 0.32714550
-0.16714281 0.13407536 -0.09645969 0.25010383
-0.76706750 0.06419595 -0.41776477 0.25003111
-0.42508168 -0.23839270 0.09265203 0.46626785
-0.73040508 -0.06610468 -0.18922747 0.65142397
-0.64030736 0.47234489 0.34626491 0.08027141
-0.51138026 -0.00632357 0.21105030 0.69800476
-0.31750740 -0.20745460 -0.01935972 0.40056062
-1.05548956 0.28077553 0.51625606 0.09101199
-0.57997934 -0.53125253 0.15222263 0.12809260
-0.82602229 -0.16583736 0.15664410 0.42260142
-0.53636147 -0.12202719 -0.16240141 0.75666454
-0.56854099 -0.10236639 -0.27730928 0.51292272
-0.68314080 0.08489816 -0.04452587 0.86693570
-0.95337715 0.24726616 -0.68470286 0.08173224
-0.71159129 -0.15504961 0.03704472 0.78690772
-0.45958455 0.28169120 -0.17810122 0.37127899
-0.45335442 0.04895460 -0.42788484 0.22319896
-0.12486494 -0.35969378 0.10487432 0.10794089
-0.50251001 0.06890920 -0.12364422 0.77692467
-0.39318684 -0.39009187 -0.01645720 0.22944274
-0.74096867 -0.16932449 0.10718695 0.66531562
-0.33063036 -0.08581394 0.19517027 0.40876409
-0.58756483 -0.22318305 -0.06448802 0.64463691
-0.67487147 -0.17416498 0.10712073 0.68672299
-0.54133845 -0.39766242 -0.41288150 0.13595137
-0.49382889 -0.20382161 0.07551029 0.60130974
-0.40476711 -0.31773821 -0.35288431 0.16631156
-0.18139208 0.08789270 -0.10481016 0.29474053
-0.83348511 -0.12761021 -0.29764308 0.34596404
-0.37914696 -0.19418779 0.27338365 0.31456562
-0.70015723 -0.26083755 -0.10657540 0.53143582
-1.25604169 -0.03019214 -0.04252980 0.10643633
-0.39381431 -0.47157623 0.29046659 0.10523474
-0.39485018 0.31301089 -0.01318034 0.36856299
-0.34652579 -0.36781101 0.17826189 0.22808430
-0.79279069 -0.41285046 -0.28103513 0.11906340
-0.59861722 -0.20607480 0.09401838 0.68583805
-1.05205939 -0.53177439 0.34309686 0.06893569
-0.37404997 -0.26232421 -0.00074991 0.40759805
-0.34512323 0.10480015 0.03705577 0.55490078
-0.32621148 -0.18267812 0.00779461 0.44537527
-0.60446216 -0.06819051 -0.09745138 0.90541594
-0.58178294 0.00860187 -0.26210691 0.61081028
-0.39955102 -0.24409630 -0.05455836 0.46827688
-0.67382012 0.08952590 -0.52977599 0.13437701
-0.37727255 -0.16924759 0.30499082 0.26784189
-0.71954123 -0.01221090 0.47844651 0.17188442
-0.66933455 0.30971247 0.00976127 0.47057987
-0.49614529 0.01748965 0.21196291 0.63767271
-0.77138290 -0.24601213 -0.15964405 0.43677847
-0.57507241 -0.05520470 0.17756872 0.77198002
-0.27381708 -0.24395958 -0.18348720 0.25807479
-0.95905985 0.50759325 0.07616737 0.07988678
-0.48004942 -0.33505210 -0.00029250 0.37053702
-0.47268800 -0.06318942 0.26892641 0.51655832
-0.02204222 -0.23676571 -0.25552181 0.08935580
-0.81943902 0.40154979 0.26058883 0.14622420
-0.63388195 0.00913992 -0.20413591 0.73306114
-0.37749321 -0.09497546 -0.06501913 0.63132877
-0.44780256 -0.04699873 -0.05874150 0.77866901
-0.59735620 0.19883885 0.41162327 0.24857305
-0.45362844 0.20082856 -0.04996352 0.60384777
-0.77694947 0.16349656 0.04281021 0.66451432
-0.95565716 -0.08201741 -0.02072426 0.34226176
-0.72761447 0.37043390 0.11995976 0.29622413
-0.25670627 0.06585632 0.02034696 0.39551386
-0.83414945 0.00298238 0.00326348 0.61941201
-0.94177847 -0.13488187 -0.08082065 0.36024288
-0.49663011 0.11533753 -0.14532962 0.67120387
-0.48278260 -0.04551973 -0.71740501 0.06181021
-0.72117551 0.26974716 -0.42045144 0.18186936
-0.57182720 0.39631530 -0.19015324 0.23431278
-0.59946273 -0.32600406 0.40680779 0.13735320
-0.62083316 0.01165671 0.33857512 0.43455345
-0.43463040 -0.21890718 -0.16181948 0.45879206
-0.47626717 -0.15603026 -0.52931083 0.11429431
-0.61331020 -0.37005317 0.40407044 0.15779742
-0.55580309 -0.22629376 -0.17465810 0.50643568
-1.07234940 -0.27486547 0.25408080 0.09321180
-0.04205346 0.18159913 -0.02301063 0.14220384
-0.70798984 -0.23912395 0.51494147 0.09123154
-0.64718718 0.52890746 0.34837988 0.12256661
-1.03519911 -0.16648810 -0.16726128 0.17493554
