x y z s_moving_average
-0.64718605 -0.37352808 -0.01328912 0.18680613
-1.01384313 0.13220687 0.09449066 0.19564846
-0.12301288 0.21196832 -0.10572856 0.15082828
-0.39548248 -0.34941597 -0.24061815 0.14936237
-0.51671437 -0.53956242 -0.00929020 0.18458276
-0.85506582 0.02532676 -0.26943409 0.32032111
-0.49393797 0.00483186 0.35009148 0.34179911
-0.59831637 -0.19216070 -0.06172146 0.34530765
-0.93605910 0.10153431 0.14746256 0.44770643
0.01729901 -0.15545900 -0.06694864 0.47355278
-0.74393963 0.05302843 0.09542263 0.43634219
-0.61334371 0.27158148 -0.15424488 0.38724940
-0.35345649 0.13462446 -0.00300748 0.39580038
-0.67873416 0.60666694 -0.20425216 0.32613521
-0.52551671 -0.18755477 0.44640519 0.35855926
-0.37829342 -0.16958747 0.12814875 0.42532378
-0.53557607 -0.12915619 0.18954105 0.59107324
-0.50267365 0.05392468 -0.01047993 0.58046806
-0.49223638 0.05734692 0.01477333 0.52484880
-0.76025398 0.42344156 -0.26260499 0.45923259
-0.49309095 -0.08006019 0.43988682 0.34438715
-0.82587063 -0.18381582 -0.24245452 0.18967404
-0.51913374 -0.34326266 -0.11963212 0.18482995
-1.13809146 0.06010534 -0.12505371 0.17600837
-0.97201419 0.27140235 -0.32691672 0.17509951
-0.40076408 -0.17526021 0.40039284 0.27551778
-0.41261237 -0.25201197 -0.22927064 0.31796368
-0.44861870 -0.06559453 -0.04233563 0.39640036
-0.28194028 -0.18717222 0.02282344 0.38897257
-0.36134305 0.20227937 -0.03990317 0.51561732
-0.67222647 -0.43470387 -0.26406125 0.40857312
-0.52041019 -0.03447055 0.01873177 0.40198764
-0.34018660 -0.29683078 -0.05904508 0.33827266
-0.55282226 -0.17603998 0.35786928 0.37817604
-0.37285330 0.07253333 0.44855794 0.25257210
-0.97472382 -0.00193157 0.09158424 0.28420833
-0.82863876 0.07517864 -0.27664562 0.24943041
-0.42736067 0.26445869 0.06808335 0.22966276
-1.06319945 -0.24169838 0.14117750 0.25121474
-0.59470034 -0.67350065 0.31070760 0.30903120
-0.56583587 -0.20476867 0.24873890 0.22775794
-0.76938500 -0.17211303 0.08958816 0.26311457
-0.15474039 0.40589679 0.08992787 0.37266483
-0.48440359 0.19787473 -0.31424592 0.45666839
-0.43896292 -0.18351837 0.07961952 0.33793986
-0.65686691 0.12530208 0.02952587 0.37875487
-1.36825757 0.04472293 0.16053824 0.41397455
-0.48851791 -0.02564649 0.41054042 0.30359544
-0.52215672 0.10941833 0.26112297 0.25521057
-0.50935175 -0.22450444 -0.60958435 0.32303561
-0.71928023 0.19023638 -0.08827408 0.42824233
-0.39970541 0.03718204 0.32201652 0.35079526
-0.67380418 0.11690371 0.12647127 0.38618869
-0.22459953 -0.42665933 -0.11460207 0.36825508
-0.38787097 0.38647412 0.06001788 0.38982396
-0.67317604 0.18927959 0.21717567 0.25803393
-0.68991542 0.08257683 0.29513182 0.41920513
-0.12738525 0.18565124 0.01103472 0.43045404
-0.61351879 0.13934914 -0.02891821 0.42373152
-0.55258988 -0.26446907 0.32426430 0.35387750
-0.88504618 -0.10802794 0.02439832 0.32379995
-0.10225328 -0.10567075 -0.16650395 0.14693077
-0.73770423 0.41472429 -0.70308675 0.20381517
-0.85068450 0.68282218 0.14772052 0.13899954
-0.87649624 -0.01047950 0.01686364 0.21891895
-0.38846869 0.45987550 0.09713792 0.23674508
-0.73494708 0.19677111 -0.17456317 0.30810967
-0.85833437 -0.43997722 -0.39128210 0.20494717
-0.82411129 -0.29444744 0.07830913 0.22091356
-0.89985046 -0.78591658 -0.26097794 0.23990100
-0.71796491 -0.15136237 0.37988117 0.36811242
-0.75338564 0.22023087 -0.00474565 0.43488532
-0.61057618 -0.20884507 -0.01469566 0.49732854
-0.79127403 0.04250608 -0.05906241 0.62918145
-0.83615698 0.24797358 0.10671012 0.61953641
-0.71201568 0.03637326 -0.02095563 0.51824707
-0.81689773 0.01762406 -0.15525294 0.38772890
-0.83623346 -0.40569183 -0.08965184 0.36035506
-0.45825734 -0.17366484 0.63017717 0.18693969
-0.37857859 0.32608253 0.19881075 0.22036412
-0.13678376 -0.19675050 -0.64018435 0.25311464
-0.71153140 0.13955464 0.03787924 0.29539345
-0.53113185 0.33022750 0.09551439 0.29503146
-0.40027177 -0.23489069 -0.27384842 0.39412194
-0.19647152 0.02522538 -0.15580730 0.28326542
-0.75534862 -0.16228078 -0.17723976 0.30132056
-0.92078695 -0.37510510 -0.04875109 0.39259357
-0.74823147 0.27678982 0.07326916 0.49279302
-0.53367058 -0.18578010 -0.03025710 0.47815144
-0.50974972 0.17904893 -0.02347296 0.48362645
-0.33021906 0.00199733 0.19821178 0.51886099
-0.72246305 -0.45314709 0.06708975 0.48853650
-0.41866898 0.14383683 0.10554667 0.43187156
-0.68714674 -0.20168656 0.13793207 0.37555764
-0.49338815 -0.14022477 0.27735605 0.45983654
-0.82071638 -0.14588084 0.40910630 0.34105576
-0.38285452 -0.08950233 0.07184518 0.41278549
-0.56130194 -0.68640347 -0.22661849 0.38217547
-0.61271165 -0.08915287 0.06177564 0.52521147
-0.31762942 -0.08038395 -0.26441370 0.41057635
-0.51878709 -0.08165583 -0.03901588 0.54840073
-0.67294343 0.56045945 -0.56017607 0.46051406
-0.69708348 -0.00092226 -0.19528562 0.60012744
-0.37504354 0.20331442 -0.01193865 0.61878283
-0.66766844 -0.02798921 -0.02619666 0.65975197
-0.61959326 -0.04699978 0.06311233 0.55179806
-0.41169698 -0.30756504 -0.26266597 0.47488730
-1.03712951 0.21659935 0.06258082 0.39454867
-0.47368312 -0.35737456 0.44623703 0.30328760
-0.75221273 0.04205145 0.21359617 0.26695155
-0.84674494 -0.13658109 0.04479294 0.29203680
0.11436827 0.07528119 0.40159029 0.28300745
-0.29858171 0.09200251 -0.24729894 0.17833766
-0.33506160 -0.37452759 0.40021878 0.20117861
-0.54999867 -0.66255589 -0.08512652 0.23799425
-0.43651304 -0.05925597 0.17875145 0.26472478
-0.81250604 -0.32649559 -0.01786135 0.39047905
-0.59210858 -0.08709609 0.30682279 0.39908383
-0.81255184 0.07829140 0.01699249 0.27455292
-0.98917899 -0.32975755 0.00297775 0.22651159
-0.10470000 0.14481745 -0.43140871 0.21018038
-1.37762202 0.18326340 -0.02405337 0.19371434
-0.31468351 -0.22017948 0.08755312 0.35635541
-0.38845663 -0.11186591 -0.10652139 0.40231971
-0.59368429 0.13566909 -0.00358350 0.42072326
-0.35650092 -0.11548380 -0.33209880 0.53404613
-0.10575616 -0.15115843 -0.14211052 0.61406636
-0.61645083 0.01679528 -0.09667091 0.44081431
-0.60435847 -0.00994056 0.04370483 0.45551430
-1.18937186 0.47021908 -0.03682208 0.48118659
-0.45484435 -0.34452534 -0.11775007 0.41136652
-0.76807897 0.36743094 -0.14645340 0.23414621
-0.41048000 -0.16260511 -0.11315473 0.23596911
-0.66138754 0.32096128 -0.47246316 0.21040718
-0.92891589 -0.48682629 -0.27187553 0.17017737
-0.80290001 -0.40362031 -0.18353694 0.16762338
-1.10367862 -0.25449718 0.30010510 0.17755084
-0.49910298 0.04686692 -0.25069464 0.24620588
-0.98402124 -0.28478902 -0.01080246 0.35182371
-0.38295581 0.22559185 0.15765309 0.35127413
-0.78438922 0.00613746 -0.08033563 0.26681133
-0.65029744 0.50928197 -0.44050006 0.37711058
-0.65866920 0.30293723 -0.36647287 0.34207714
-0.76093686 -0.13225962 -0.05582243 0.32442408
-0.99898929 0.14882152 0.16657182 0.33555285
-0.47290617 -0.21759342 0.02162770 0.41070112
-0.82486006 -0.08314917 0.53836698 0.29614746
-0.57607616 -0.29688164 0.04508384 0.35456528
-0.93794898 -0.29975260 -0.26028078 0.31565680
-0.71107736 0.23424225 0.14459955 0.44919505
-0.46925117 -0.27473114 -0.13532859 0.51630851
-0.53199972 -0.15708000 -0.06959161 0.51880560
-0.48966033 -0.08719317 0.05651490 0.44845266
-0.20181789 -0.04296470 0.29483445 0.45486564
-0.46015748 -0.36681050 -0.27553426 0.37089982
-0.80839897 -0.21370873 -0.02257244 0.22626247
-0.44633899 0.31378960 0.07704377 0.22331690
-0.71141989 -0.52056031 0.01764739 0.23555790
-0.59355745 0.04573219 0.52656007 0.28500425
-0.28985086 0.19626523 -0.24051928 0.30608420
-0.72824869 -0.02371115 -0.19385178 0.30805380
-0.47488387 0.08922721 -0.27207695 0.40718668
-0.30079582 0.02557758 -0.43226779 0.50064335
-0.61283571 0.07030161 0.24319809 0.38015561
-0.68436910 0.20698457 0.04678550 0.32755974
-0.92876365 -0.35379169 0.28063997 0.36301277
-0.30100396 0.08072731 0.37392668 0.28167829
-0.33584754 0.17090718 -0.22782787 0.18880633
-0.16714281 0.13407536 -0.09645969 0.25779370
-0.76706750 0.06419595 -0.41776477 0.35089348
-0.42508168 -0.23839270 0.09265203 0.29887535
-0.73040508 -0.06610468 -0.18922747 0.39325127
-0.64030736 0.47234489 0.34626491 0.42496891
-0.51138026 -0.00632357 0.21105030 0.34589983
-0.31750740 -0.20745460 -0.01935972 0.23563018
-1.05548956 0.28077553 0.51625606 0.30776155
-0.57997934 -0.53125253 0.15222263 0.32012158
-0.82602229 -0.16583736 0.15664410 0.34379708
-0.53636147 -0.12202719 -0.16240141 0.50728973
-0.56854099 -0.10236639 -0.27730928 0.49752127
-0.68314080 0.08489816 -0.04452587 0.57428320
-0.95337715 0.24726616 -0.68470286 0.49307972
-0.71159129 -0.15504961 0.03704472 0.43203286
-0.45958455 0.28169120 -0.17810122 0.27210725
-0.45335442 0.04895460 -0.42788484 0.41858925
-0.12486494 -0.35969378 0.10487432 0.30112740
-0.50251001 0.06890920 -0.12364422 0.36308302
-0.39318684 -0.39009187 -0.01645720 0.40218291
-0.74096867 -0.16932449 0.10718695 0.51526858
-0.33063036 -0.08581394 0.19517027 0.49626245
-0.58756483 -0.22318305 -0.06448802 0.47656315
-0.67487147 -0.17416498 0.10712073 0.46307666
-0.54133845 -0.39766242 -0.41288150 0.41199018
-0.49382889 -0.20382161 0.07551029 0.33826452
-0.40476711 -0.31773821 -0.35288431 0.26646418
-0.18139208 0.08789270 -0.10481016 0.30409948
-0.83348511 -0.12761021 -0.29764308 0.28937654
-0.37914696 -0.19418779 0.27338365 0.27676041
-0.70015723 -0.26083755 -0.10657540 0.23683019
-1.25604169 -0.03019214 -0.04252980 0.24159195
-0.39381431 -0.47157623 0.29046659 0.22336972
-0.39485018 0.31301089 -0.01318034 0.13647991
-0.34652579 -0.36781101 0.17826189 0.25856398
-0.79279069 -0.41285046 -0.28103513 0.25091551
-0.59861722 -0.20607480 0.09401838 0.25914048
-1.05205939 -0.53177439 0.34309686 0.32800304
-0.37404997 -0.26232421 -0.00074991 0.39675927
-0.34512323 0.10480015 0.03705577 0.44302590
-0.32621148 -0.18267812 0.00779461 0.55720274
-0.60446216 -0.06819051 -0.09745138 0.56998820
-0.58178294 0.00860187 -0.26210691 0.48138084
-0.39955102 -0.24409630 -0.05455836 0.44397330
-0.67382012 0.08952590 -0.52977599 0.28941298
-0.37727255 -0.16924759 0.30499082 0.25986543
-0.71954123 -0.01221090 0.47844651 0.29555834
-0.66933455 0.30971247 0.00976127 0.35927648
-0.49614529 0.01748965 0.21196291 0.46550198
-0.77138290 -0.24601213 -0.15964405 0.48366290
-0.57507241 -0.05520470 0.17756872 0.40134109
-0.27381708 -0.24395958 -0.18348720 0.34505369
-0.95905985 0.50759325 0.07616737 0.36186388
-0.48004942 -0.33505210 -0.00029250 0.21803009
-0.47268800 -0.06318942 0.26892641 0.19446237
-0.02204222 -0.23676571 -0.25552181 0.33209087
-0.81943902 0.40154979 0.26058883 0.38704154
-0.63388195 0.00913992 -0.20413591 0.44227013
-0.37749321 -0.09497546 -0.06501913 0.47581834
-0.44780256 -0.04699873 -0.05874150 0.57224289
-0.59735620 0.19883885 0.41162327 0.55779959
-0.45362844 0.20082856 -0.04996352 0.49689111
-0.77694947 0.16349656 0.04281021 0.39523653
-0.95565716 -0.08201741 -0.02072426 0.42619801
-0.72761447 0.37043390 0.11995976 0.42947751
-0.25670627 0.06585632 0.02034696 0.36536535
-0.83414945 0.00298238 0.00326348 0.43467579
-0.94177847 -0.13488187 -0.08082065 0.38528311
-0.49663011 0.11533753 -0.14532962 0.34026669
-0.48278260 -0.04551973 -0.71740501 0.25912354
-0.72117551 0.26974716 -0.42045144 0.21215909
-0.57182720 0.39631530 -0.19015324 0.16229516
-0.59946273 -0.32600406 0.40680779 0.24594207
-0.62083316 0.01165671 0.33857512 0.23170352
-0.43463040 -0.21890718 -0.16181948 0.21558119
-0.47626717 -0.15603026 -0.52931083 0.29334950
-0.61331020 -0.37005317 0.40407044 0.22142638
-0.55580309 -0.22629376 -0.17465810 0.15471899
-1.07234940 -0.27486547 0.25408080 0.14985950
-0.04205346 0.18159913 -0.02301063 0.14243612
-0.70798984 -0.23912395 0.51494147 0.07258668
-0.64718718 0.52890746 0.34837988 0.07008361
-1.03519911 -0.16648810 -0.16726128 0.14263554
-0.61996159 -0.01507856 0.74905977 0.24714352
-0.86930697 0.05724248 0.15412694 0.39525960
-0.60039300 0.02754514 -0.26120222 0.40782031
-0.57337845 0.12784975 0.08190015 0.48620645
-0.45744977 0.35315198 0.23424164 0.55901021
-0.58217635 -0.29293959 -0.15000132 0.45693827
-0.65490779 0.06308646 -0.11958319 0.33817692
-0.83393330 -0.29704967 -0.41279444 0.36515248
-0.65873768 -0.36741636 -0.25013142 0.39915832
-0.69847547 -0.33397933 0.09493805 0.33071820
-0.41494423 -0.13735675 -0.10925683 0.37260406
-0.46564256 -0.17849877 -0.19568348 0.34136453
-0.30087538 0.22104693 0.15038750 0.37670552
-0.36858884 -0.49431968 0.33845889 0.43653555
-0.50198447 0.25269535 0.09679044 0.37498696
-0.58776879 -0.06882730 0.09178609 0.33707075
-0.67793698 0.21696903 -0.39661416 0.44425634
-0.73539397 0.51120581 -0.15652012 0.44407868
-0.65967093 -0.22064523 0.08396142 0.35204190
-0.78406622 -0.04640273 0.21221663 0.32180919
-0.77469085 0.19715278 0.20555733 0.37777745
-0.33626098 0.03513525 0.81031477 0.27741746
-0.33636658 0.08121941 -0.21898110 0.19188227
-0.62426478 0.35658174 0.42738365 0.13686907
-0.23041772 0.19629808 -0.31391505 0.24878594
-0.47820955 -0.31035059 -0.37186780 0.27952570
-0.54021033 0.13079986 0.22584427 0.27212295
-0.47571594 0.13289650 -0.24616315 0.33488786
-0.62624417 -0.37677920 -0.50084228 0.38164914
-0.41483932 -0.18828110 0.21812463 0.29070872
-0.32291311 -0.15482933 0.14757777 0.20968407
-0.76528918 -0.46146972 0.03082735 0.23076282
-0.71771847 -0.11002225 0.49383578 0.27455628
-0.98146425 0.09571778 -0.24870181 0.25300619
-0.37293465 0.07460781 0.09483609 0.24832643
-0.83622240 -0.19139698 0.23181263 0.23845126
-0.15730057 0.12007695 -0.22435518 0.25833049
-0.51526537 0.60686801 0.02560570 0.24581133
-0.23453979 -0.18508234 -0.01052151 0.23356365
-0.44510870 0.09933208 -0.19159717 0.23057661
-0.80237936 0.24707110 0.29788770 0.28212493
-0.22196411 0.45098262 0.03365486 0.29213760
-0.67779981 0.33774773 0.17826732 0.29153196
-0.84561381 -0.25840892 0.12298255 0.26343681
-0.64431867 -0.00660749 0.26813334 0.29156663
-0.41024071 0.33246831 -0.48288403 0.34482179
-0.53665052 0.17367213 -0.38164646 0.29439788
-0.76372391 -0.21012129 0.00542454 0.32612378
-0.19303651 0.50564735 -0.20357189 0.34655261
-0.46836069 0.13969946 0.09690644 0.33941630
-0.50025509 0.07593563 0.42189253 0.28819771
-0.32438337 -0.26503847 0.19893027 0.46972821
-0.37690666 0.07874182 0.28285609 0.35104049
-0.55298149 0.05011693 0.03031014 0.35288584
-1.10456102 -0.02009960 -0.16706264 0.47875607
-0.89661199 0.35850457 0.12605188 0.49820671
-0.60745777 -0.14120084 0.07404240 0.31916787
-0.35214098 -0.20674146 -0.00120709 0.46107608
-0.38298338 -0.48400028 -0.01439244 0.45067598
-0.70732284 -0.03345746 -0.12540714 0.30174009
-0.56559385 0.48090681 -0.08098062 0.22628576
-0.52707225 0.49868660 -0.13750389 0.34942788
-0.14633116 0.00133075 0.44547406 0.29213434
-0.41244972 0.07677709 -0.01640767 0.44858483
-0.75601036 0.01894789 0.22434036 0.47389445
-0.60327786 -0.07915570 -0.06269563 0.50831965
-0.35188085 0.30629036 -0.16678763 0.41066579
-0.76714696 0.09483973 0.38188302 0.33458502
-0.31350242 -0.31296305 -0.06601899 0.15928616
-0.83265089 -0.06687813 0.40110250 0.25937514
-0.95565016 -0.40471632 -0.20713854 0.22339581
-0.52817235 0.15518871 0.10936211 0.24341922
-0.30607865 -0.44077140 0.29708413 0.31186247
-0.67802383 0.18287358 -0.33085636 0.33746347
-0.59876083 0.05906769 0.28893776 0.25899499
-0.99631366 0.00768814 -0.27130882 0.29799012
-0.47362599 0.19430413 0.32179256 0.26464110
-0.73375736 0.23180662 0.34022540 0.22656009
-1.01081174 0.15308623 0.23962781 0.28730739
-0.66468160 -0.30269339 0.23573894 0.32385530
-0.89987721 -0.04458786 -0.01003101 0.28675841
-0.42111549 -0.15665789 -0.17114592 0.28733143
-0.57527113 0.25159762 0.57186250 0.28920300
-0.97687030 0.07883550 -0.27163376 0.35190729
-0.34529719 -0.23463614 -0.16866205 0.33015814
-0.74731771 -0.01904973 0.08079940 0.40129634
-0.47907465 -0.00144189 -0.33247276 0.41187531
-0.41805346 -0.01323967 0.29043370 0.43619524
-0.77693469 -0.40056868 -0.00850650 0.28400593
-0.27601183 0.04023553 -0.04991745 0.23679359
-0.81758675 0.43944162 -0.25740065 0.19881550
-0.78134856 0.14250855 -0.46400517 0.25598906
-0.28135233 0.15604828 0.22480777 0.27855990
-0.46047075 -0.04028088 -0.26578718 0.32036455
-0.63501886 -0.24380908 0.12153883 0.39866234
-0.39830504 0.36920216 0.09294191 0.50787784
-0.36885616 -0.07428618 -0.11956928 0.47160394
-0.48158203 -0.09661822 0.06729645 0.42572577
-0.86529805 -0.22040692 0.15885233 0.43106535
-0.37832748 -0.24641404 0.16765358 0.33923711
-0.73318392 0.00412629 0.35423610 0.25596502
-0.39812819 0.19896800 0.47719759 0.21026534
-0.77596984 -0.24646874 -0.18053057 0.26344640
-0.66362526 -0.58863765 -0.05185706 0.32414796
-0.73614268 0.19593994 0.08810484 0.31741082
-0.75017416 0.14749021 0.18081576 0.33299432
-0.79213645 -0.12325606 -0.55634080 0.36908526
-0.87266499 -0.18561739 0.01854154 0.41165888
-0.83634567 -0.12836300 -0.30633267 0.34523194
-0.55722153 0.10642865 0.10059134 0.50749848
-0.59690972 -0.38526825 -0.15498842 0.45742238
-0.70182667 -0.10082383 0.01874530 0.49765800
-0.24361466 0.20302405 -0.24687944 0.38174453
-0.43039928 0.16007559 -0.20151687 0.50815390
-0.38778352 -0.04009416 -0.35248837 0.46452836
-0.48619932 0.05424046 -0.05691941 0.61999746
-0.60936327 -0.17977137 0.15253263 0.53461774
-0.61086266 0.04161221 0.08928548 0.56363157
-0.88864640 -0.22357076 -0.55248611 0.46508964
-0.45881444 -0.30305251 0.03314243 0.34771186
-0.50725294 0.15058821 -0.30100423 0.23268997
-0.61629040 0.41757011 0.42857867 0.35683269
-0.35316923 0.08437328 -0.25127660 0.44291364
-0.42034459 -0.03950531 0.14013207 0.51333207
-0.75821086 -0.04323328 0.04103684 0.50166593
-0.53843048 0.12343068 -0.14479875 0.47942021
-0.93582111 0.40619626 0.62231354 0.38263743
-0.48814482 -0.33099802 -0.19329878 0.35328457
-0.47272061 0.33527890 -0.30322266 0.25042235
-0.63108321 0.04898302 0.21614461 0.35455753
-0.68590027 -0.39095367 0.15529939 0.37913182
-0.31880101 -0.02064787 0.10131002 0.39931199
-0.71862281 -0.21144320 0.25660642 0.37180101
-0.50312604 0.12259215 0.37552879 0.44725027
-0.86371058 -0.13800657 0.03948334 0.47234900
-0.74107831 0.19578413 -0.04684981 0.50039033
-0.84813320 0.01644292 0.04258469 0.59927886
-0.36632948 0.09828523 0.11528660 0.54756042
-0.51992708 -0.04705563 -0.17905478 0.48214324
-0.52779041 -0.08328119 0.42245566 0.44529253
-0.26445443 0.15820978 0.09461673 0.51370779
-0.62198976 -0.31528093 -0.05404306 0.43950777
-0.57464999 0.05736412 0.11738409 0.43831584
-0.36966745 -0.17303852 -0.17076890 0.57974280
-0.23728583 0.19274540 -0.09769274 0.49712049
-0.62680279 -0.02567849 0.00789353 0.35394382
-0.48182923 0.63374819 0.04743914 0.27834883
-0.43435046 -0.42161918 -0.12122500 0.23895444
-0.29279625 0.10057885 -1.09727865 0.04761814
-0.43149420 0.47954110 -0.49897690 0.04818138
-0.22015308 -0.69298891 0.23449974 0.10057689
-0.60216216 -0.58749280 0.11153446 0.11771945
-0.31229006 0.09097175 0.14620691 0.10884464
-0.70291903 -0.46534744 0.17296601 0.11599589
-0.16256152 0.28239521 -0.49696896 0.17393742
-0.97872360 -0.21149194 -0.39824386 0.19839231
-0.58895252 0.09835395 -0.35756332 0.20834662
-0.40571789 0.15027599 -0.13703978 0.39170890
-0.64313050 -0.48745029 -0.08306554 0.55830563
-0.59815376 0.04218690 0.09471923 0.60962184
-0.53893956 -0.06608592 0.07154874 0.63874004
-0.34949200 -0.02387452 0.07939872 0.77014747
-0.64654277 -0.16168973 0.13071992 0.74448833
-0.73880649 0.09653673 0.00706384 0.61470529
-0.67598367 -0.08203571 -0.12703025 0.51256013
-1.01145029 0.09572377 0.05788671 0.45700459
-0.38758244 -0.13286423 0.47384591 0.30791935
-0.69493399 -0.21877741 -0.24842123 0.17455493
-1.03348060 0.38315697 0.34276685 0.19055145
-0.44981371 -0.22402220 0.45281692 0.18536624
-0.68792979 -0.06725646 0.35931477 0.14364672
-0.43527235 0.55027578 0.06218057 0.21009134
-0.69925770 -0.15295122 -0.46174904 0.30614194
-0.66964894 0.28614833 0.14970854 0.35022990
-0.59492300 -0.24873361 0.05671825 0.33991919
-0.34679657 0.10767981 0.04168379 0.30553758
-0.79923941 0.21679545 -0.78297620 0.40047582
-0.50428857 0.64258050 -0.37709335 0.38302904
-0.66034236 -0.00197775 -0.11564570 0.27874167
-0.34090644 0.11811275 0.03807509 0.33132869
-0.40068186 0.00418768 0.79496612 0.36717869
-0.56216327 0.04882052 -0.42761701 0.20437853
-0.73586258 0.28684442 -0.33386421 0.13552862
-1.13938929 0.00807887 0.34268613 0.16828107
-0.58940469 -0.08403115 -0.46462198 0.15018295
-0.48693647 0.16531878 -0.44543312 0.22747464
-0.31636689 0.19142388 0.28307899 0.21859137
-0.45411873 0.16342068 0.13018022 0.32558228
-0.38288192 -0.45468944 -0.37526486 0.34393695
-0.78400198 -0.03245504 0.09703423 0.39495762
-0.51882959 0.27927645 0.28712382 0.28543845
-0.81809628 0.05964403 -0.21195789 0.29458313
-0.64706176 0.08044784 -0.85217802 0.18140108
0.00281101 0.14160217 -0.14892582 0.17118253
-0.11815756 -0.08685779 0.03312985 0.16947291
-0.72177895 0.41299796 -0.02624618 0.16352540
-0.56262897 0.30094554 0.14628486 0.34131654
-0.61358702 0.27759774 0.63462081 0.38246981
-0.52064739 0.02919002 0.04265677 0.36631988
-0.27239262 -0.14979943 -0.06957939 0.31828913
-0.98436074 -0.29596697 -0.12945000 0.35787449
-0.61398425 0.44227083 0.13399820 0.26221011
-0.82801963 -0.18199512 0.34368717 0.25771689
-0.31834741 0.00703748 -0.11063162 0.24382785
-0.31876679 -0.24833178 0.09800760 0.26608837
-0.03183525 0.05133892 -0.19390237 0.30847334
-0.49740782 -0.11750218 -0.34852896 0.32824950
-0.42474099 0.27945860 -0.07772667 0.28101747
-0.69430892 -0.24039135 -0.03748390 0.36554318
-0.74059210 -0.25275817 0.47304221 0.44644719
-0.48337680 0.14309878 0.22084989 0.53745068
-0.40724095 -0.10327749 0.06813816 0.49914072
-0.66725762 0.10961591 0.08542272 0.51111312
-0.69566507 -0.33232468 0.03655926 0.41782258
-0.65106737 -0.47259306 0.12691544 0.36569682
-0.35866447 0.63208912 -0.09779938 0.32973513
-0.73467797 -0.27735526 0.05216048 0.26922223
-0.54942045 -0.20282408 -0.04373247 0.29248188
-1.09466642 0.23159419 -0.19266981 0.45975915
-0.60866409 -0.35667336 -0.14558840 0.40437821
-0.66989779 -0.00282271 0.11993313 0.32551346
-0.24023123 0.18317774 0.24054114 0.36507698
-0.23847397 0.14242697 -0.00917680 0.35586419
-0.34772202 0.26825232 0.16214146 0.26232662
-0.96365690 -0.21036504 -0.06871353 0.25077045
-0.40509474 -0.00533660 0.28421716 0.28146261
-0.27119084 0.29979262 0.30138514 0.25045488
-0.85924848 0.12065887 -0.15188226 0.22806466
-1.01226658 -0.07186778 0.33118424 0.16909370
-0.48481450 0.50445234 0.04430754 0.18029847
0.01195069 0.04438031 0.00562007 0.13365103
-0.91984752 0.27764069 -0.12553128 0.20995120
-0.76176191 0.32030764 0.28955567 0.23963009
-0.31698716 -0.09054778 -0.01274397 0.23336364
-0.61496360 0.19562955 0.38839117 0.22733025
-0.50796336 0.49372277 0.22429860 0.19949260
-0.65869985 0.20717785 0.42648507 0.14218234
-0.10042775 0.29672284 0.00641861 0.25612758
-0.65417331 0.14401738 0.41849362 0.42903888
-0.49155772 0.11363297 0.01284946 0.44377039
-0.68197277 -0.04053363 0.03385650 0.46241648
-0.17047500 -0.05992844 0.01315302 0.46625187
-0.81634442 0.17915777 0.34166979 0.45946160
-0.19387554 0.05084113 0.14358857 0.44618254
-0.63838758 0.13200467 0.07849129 0.44517325
-0.58543390 0.03443842 0.11298057 0.41752335
-0.67353811 -0.06062420 0.42684050 0.46329980
0.07763669 -0.30109174 -0.31486780 0.45195114
-0.83928821 -0.02582210 0.22394513 0.43650386
-0.45218676 0.04300778 0.13223389 0.41394086
-0.77302154 -0.06103069 -0.00502364 0.52757987
-0.99605408 -0.29032755 -0.28039152 0.45706326
-0.40897294 0.06133874 0.15276530 0.30623472
-1.05991375 -0.37089167 0.16580386 0.19942130
-1.29466741 0.30615734 -0.45582929 0.18356323
-0.38916378 -0.22214616 0.26222593 0.10032331
0.20204023 -0.56829441 0.17384429 0.17134066
-1.05204068 0.10669223 -0.05169304 0.20693303
-0.56755442 -0.22792157 0.19513528 0.17831938
-0.96208946 0.31040932 -0.10231258 0.19140157
-0.95067267 0.39873421 -0.01683566 0.21736983
-0.12309101 0.30533903 -0.19953643 0.30826368
-0.62124745 0.03025948 0.38157580 0.35978952
-0.49062057 0.04407316 -0.04996990 0.47369178
-0.61263926 0.32614802 0.00092634 0.47362236
-0.69874932 -0.14112679 -0.13844129 0.41397115
-0.95052400 -0.18759383 0.37460507 0.38822793
-0.65164982 0.17610292 -0.61968913 0.31936979
-0.45792217 -0.04033818 -0.12036001 0.30503153
-0.55476001 -0.12395631 -0.53096873 0.33235343
-0.36943801 0.06075439 -0.07848561 0.35364831
-0.84154634 -0.36746438 0.05597318 0.32399475
-0.19663976 0.05079162 -0.34569040 0.31566171
-0.54372082 -0.01333574 0.21601091 0.23506386
-0.44831671 -0.74645563 0.13631055 0.22645365
-0.85086985 -0.35543219 -0.04711835 0.30152289
-0.49725722 -0.41018365 0.17614410 0.20180981
-0.40916529 0.01174405 -0.21690591 0.30866668
-0.84484450 0.25648303 -0.37780567 0.30340340
-0.33388238 -0.04129979 -0.02395862 0.33546869
-1.02702193 -0.03667916 0.15339638 0.24134406
-0.93410252 0.12465897 0.02225306 0.23513818
-0.76093890 0.21366827 -0.55056419 0.26101786
-0.51332981 0.40485879 0.35998578 0.34189687
-0.50254832 -0.07542019 -0.15895064 0.30199358
-0.67573145 0.13595181 -0.20181095 0.32151573
-0.41064405 0.53329013 -0.01547081 0.42051328
